Gas_Date,System Demand,GPG,Total Demand
01/02/2007,389.130,110.606,499.736
02/02/2007,355.908,118.487,474.395
03/02/2007,299.774,135.297,435.071
04/02/2007,296.842,98.119,394.961
05/02/2007,353.543,142.261,495.804
06/02/2007,378.855,120.399,499.254
07/02/2007,391.147,116.883,508.030
08/02/2007,372.652,119.772,492.424
09/02/2007,348.709,116.962,465.671
10/02/2007,310.348,0.003,310.351
11/02/2007,308.894,0.049,308.943
12/02/2007,360.801,97.349,458.150
13/02/2007,361.910,116.502,478.412
14/02/2007,360.127,116.094,476.221
15/02/2007,342.138,127.722,469.860
16/02/2007,322.585,161.146,483.731
17/02/2007,272.332,200.336,472.668
18/02/2007,275.773,162.170,437.943
19/02/2007,346.014,142.149,488.163
20/02/2007,353.637,121.018,474.655
21/02/2007,353.172,123.684,476.856
22/02/2007,356.723,119.555,476.278
23/02/2007,344.160,117.965,462.125
24/02/2007,302.878,38.990,341.868
25/02/2007,311.647,0.001,311.648
26/02/2007,362.725,98.382,461.107
27/02/2007,360.815,113.083,473.898
28/02/2007,360.723,101.033,461.756
01/03/2007,368.932,111.625,480.557
02/03/2007,346.090,111.930,458.020
03/03/2007,290.562,141.225,431.787
04/03/2007,308.603,109.195,417.798
05/03/2007,394.403,75.466,469.869
06/03/2007,390.650,72.393,463.043
07/03/2007,377.555,82.345,459.900
08/03/2007,395.448,92.998,488.446
09/03/2007,372.371,112.111,484.482
10/03/2007,307.188,58.622,365.810
11/03/2007,307.065,48.224,355.289
12/03/2007,361.384,100.047,461.431
13/03/2007,403.105,105.919,509.024
14/03/2007,385.077,93.248,478.325
15/03/2007,356.385,123.868,480.253
16/03/2007,360.537,127.192,487.729
17/03/2007,332.921,133.480,466.401
18/03/2007,340.190,40.373,380.563
19/03/2007,387.986,29.425,417.411
20/03/2007,383.179,59.752,442.931
21/03/2007,360.728,71.730,432.458
22/03/2007,340.907,89.535,430.442
23/03/2007,318.459,141.449,459.908
24/03/2007,355.986,130.475,486.461
25/03/2007,381.672,31.965,413.637
26/03/2007,416.806,41.665,458.471
27/03/2007,380.274,37.307,417.581
28/03/2007,394.580,46.428,441.008
29/03/2007,443.006,40.631,483.637
30/03/2007,505.272,66.293,571.565
31/03/2007,389.001,116.326,505.327
01/04/2007,338.764,116.494,455.258
02/04/2007,413.315,181.655,594.970
03/04/2007,469.595,183.842,653.437
04/04/2007,454.506,196.921,651.427
05/04/2007,455.260,191.281,646.541
06/04/2007,370.930,95.016,465.946
07/04/2007,362.889,76.560,439.449
08/04/2007,325.333,68.833,394.166
09/04/2007,329.746,84.471,414.217
10/04/2007,385.499,186.294,571.793
11/04/2007,416.050,162.446,578.496
12/04/2007,441.477,162.951,604.428
13/04/2007,417.136,220.451,637.587
14/04/2007,338.495,206.419,544.914
15/04/2007,346.922,166.751,513.673
16/04/2007,459.949,221.005,680.954
17/04/2007,438.432,164.637,603.069
18/04/2007,420.594,129.805,550.399
19/04/2007,445.679,188.978,634.657
20/04/2007,424.720,180.954,605.674
21/04/2007,428.062,118.655,546.717
22/04/2007,392.755,55.468,448.223
23/04/2007,470.878,210.375,681.253
24/04/2007,484.806,218.252,703.058
25/04/2007,442.221,170.022,612.243
26/04/2007,512.445,201.467,713.912
27/04/2007,466.547,233.699,700.246
28/04/2007,386.746,164.829,551.575
29/04/2007,411.684,126.407,538.091
30/04/2007,466.620,168.899,635.519
01/05/2007,458.153,191.051,649.204
02/05/2007,457.833,169.571,627.404
03/05/2007,514.578,174.549,689.127
04/05/2007,491.224,147.116,638.340
05/05/2007,400.595,125.757,526.352
06/05/2007,412.784,85.622,498.406
07/05/2007,472.743,154.485,627.228
08/05/2007,513.715,172.867,686.582
09/05/2007,598.761,167.843,766.604
10/05/2007,626.501,179.534,806.035
11/05/2007,562.489,210.140,772.629
12/05/2007,532.186,265.894,798.080
13/05/2007,450.001,159.506,609.507
14/05/2007,488.032,172.979,661.011
15/05/2007,499.281,175.613,674.894
16/05/2007,451.653,169.959,621.612
17/05/2007,533.279,167.155,700.434
18/05/2007,583.749,155.422,739.171
19/05/2007,581.645,36.041,617.686
20/05/2007,595.414,7.398,602.812
21/05/2007,756.104,146.279,902.383
22/05/2007,800.657,147.850,948.507
23/05/2007,675.681,148.140,823.821
24/05/2007,615.471,174.275,789.746
25/05/2007,575.152,157.694,732.846
26/05/2007,539.472,27.724,567.196
27/05/2007,545.893,100.315,646.208
28/05/2007,561.864,136.933,698.797
29/05/2007,613.838,135.782,749.620
30/05/2007,844.212,144.531,988.743
31/05/2007,870.855,171.830,"1,042.685"
01/06/2007,824.415,128.968,953.383
02/06/2007,743.021,74.502,817.523
03/06/2007,750.362,94.181,844.543
04/06/2007,868.052,130.816,998.868
05/06/2007,871.661,136.188,"1,007.849"
06/06/2007,814.009,138.365,952.374
07/06/2007,825.604,144.393,969.997
08/06/2007,822.301,197.131,"1,019.432"
09/06/2007,701.611,186.207,887.818
10/06/2007,721.973,154.774,876.747
11/06/2007,828.742,136.362,965.104
12/06/2007,947.196,195.978,"1,143.174"
13/06/2007,989.061,172.054,"1,161.115"
14/06/2007,"1,040.255",157.025,"1,197.280"
15/06/2007,"1,017.982",163.426,"1,181.408"
16/06/2007,876.648,118.037,994.685
17/06/2007,874.797,104.294,979.091
18/06/2007,"1,072.856",114.905,"1,187.761"
19/06/2007,"1,056.356",103.210,"1,159.566"
20/06/2007,"1,044.303",147.205,"1,191.508"
21/06/2007,"1,036.263",138.629,"1,174.892"
22/06/2007,994.326,137.017,"1,131.343"
23/06/2007,889.473,162.340,"1,051.813"
24/06/2007,960.172,146.105,"1,106.277"
25/06/2007,"1,018.199",158.588,"1,176.787"
26/06/2007,968.215,176.898,"1,145.113"
27/06/2007,"1,016.844",160.675,"1,177.519"
28/06/2007,858.506,197.935,"1,056.441"
29/06/2007,923.024,214.148,"1,137.172"
30/06/2007,839.850,144.694,984.544
01/07/2007,805.258,131.397,936.655
02/07/2007,920.097,154.973,"1,075.070"
03/07/2007,806.957,153.207,960.164
04/07/2007,848.451,103.104,951.555
05/07/2007,977.267,63.087,"1,040.354"
06/07/2007,"1,069.901",71.000,"1,140.901"
07/07/2007,995.613,19.878,"1,015.491"
08/07/2007,865.626,50.536,916.162
09/07/2007,932.884,122.385,"1,055.269"
10/07/2007,"1,038.638",125.406,"1,164.044"
11/07/2007,996.498,114.661,"1,111.159"
12/07/2007,961.110,105.994,"1,067.104"
13/07/2007,"1,012.410",84.063,"1,096.473"
14/07/2007,947.092,52.149,999.241
15/07/2007,964.894,65.901,"1,030.795"
16/07/2007,"1,038.232",74.734,"1,112.966"
17/07/2007,"1,257.510",24.477,"1,281.987"
18/07/2007,"1,177.370",5.013,"1,182.383"
19/07/2007,"1,053.255",45.817,"1,099.072"
20/07/2007,"1,039.933",63.525,"1,103.458"
21/07/2007,"1,054.082",60.847,"1,114.929"
22/07/2007,981.307,55.742,"1,037.049"
23/07/2007,996.055,105.636,"1,101.691"
24/07/2007,845.116,98.791,943.907
25/07/2007,731.058,110.447,841.505
26/07/2007,734.652,113.271,847.923
27/07/2007,831.566,131.626,963.192
28/07/2007,832.412,65.222,897.634
29/07/2007,862.852,49.401,912.253
30/07/2007,858.526,96.152,954.678
31/07/2007,905.274,131.178,"1,036.452"
01/08/2007,757.467,144.503,901.970
02/08/2007,838.456,76.830,915.286
03/08/2007,996.961,40.201,"1,037.162"
04/08/2007,938.487,33.839,972.326
05/08/2007,829.106,26.795,855.901
06/08/2007,828.974,124.639,953.613
07/08/2007,816.398,115.459,931.857
08/08/2007,761.000,73.829,834.829
09/08/2007,753.865,65.862,819.727
10/08/2007,771.326,25.210,796.536
11/08/2007,651.582,0.010,651.592
12/08/2007,825.805,1.718,827.523
13/08/2007,"1,019.606",49.517,"1,069.123"
14/08/2007,968.173,49.073,"1,017.246"
15/08/2007,881.510,57.174,938.684
16/08/2007,880.381,68.921,949.302
17/08/2007,845.926,74.366,920.292
18/08/2007,745.078,35.294,780.372
19/08/2007,814.235,1.515,815.750
20/08/2007,872.908,62.456,935.364
21/08/2007,866.600,101.305,967.905
22/08/2007,846.312,60.730,907.042
23/08/2007,800.693,85.742,886.435
24/08/2007,646.846,56.931,703.777
25/08/2007,493.158,0.005,493.163
26/08/2007,491.931,8.827,500.758
27/08/2007,513.852,52.308,566.160
28/08/2007,518.864,43.800,562.664
29/08/2007,582.258,49.613,631.871
30/08/2007,501.336,49.327,550.663
31/08/2007,710.869,39.270,750.139
01/09/2007,642.470,0.700,643.170
02/09/2007,578.176,4.227,582.403
03/09/2007,816.211,130.912,947.123
04/09/2007,820.926,144.165,965.091
05/09/2007,756.866,156.543,913.409
06/09/2007,678.377,79.481,757.858
07/09/2007,615.037,55.459,670.496
08/09/2007,520.821,0.013,520.834
09/09/2007,478.366,3.063,481.429
10/09/2007,565.666,71.249,636.915
11/09/2007,698.557,83.326,781.883
12/09/2007,664.039,84.680,748.719
13/09/2007,549.855,102.140,651.995
14/09/2007,704.448,85.841,790.289
15/09/2007,594.996,46.775,641.771
16/09/2007,620.388,43.361,663.749
17/09/2007,728.713,83.710,812.423
18/09/2007,597.294,81.329,678.623
19/09/2007,640.198,63.735,703.933
20/09/2007,694.163,62.858,757.021
21/09/2007,633.652,62.985,696.637
22/09/2007,614.378,57.398,671.776
23/09/2007,515.692,38.561,554.253
24/09/2007,616.414,61.486,677.900
25/09/2007,580.704,57.404,638.108
26/09/2007,698.115,56.685,754.800
27/09/2007,589.229,57.570,646.799
28/09/2007,806.345,53.792,860.137
29/09/2007,669.228,46.862,716.090
30/09/2007,619.963,0.002,619.965
01/10/2007,571.232,63.690,634.922
02/10/2007,490.585,117.773,608.358
03/10/2007,593.119,132.741,725.860
04/10/2007,608.937,123.587,732.524
05/10/2007,506.143,107.760,613.903
06/10/2007,600.656,10.298,610.954
07/10/2007,614.213,0.005,614.218
08/10/2007,661.047,52.226,713.273
09/10/2007,628.718,21.610,650.328
10/10/2007,515.781,18.741,534.522
11/10/2007,531.096,14.596,545.692
12/10/2007,783.288,0.001,783.289
13/10/2007,669.413,0.002,669.415
14/10/2007,463.953,0.002,463.955
15/10/2007,431.434,0.003,431.437
16/10/2007,627.642,24.658,652.300
17/10/2007,596.987,0.504,597.491
18/10/2007,466.639,1.037,467.676
19/10/2007,456.765,3.449,460.214
20/10/2007,387.998,0.001,387.999
21/10/2007,328.584,0.001,328.585
22/10/2007,448.303,71.610,519.913
23/10/2007,545.257,19.525,564.782
24/10/2007,522.448,25.767,548.215
25/10/2007,650.057,49.015,699.072
26/10/2007,540.223,106.121,646.344
27/10/2007,348.652,5.462,354.114
28/10/2007,351.891,3.304,355.195
29/10/2007,457.261,69.156,526.417
30/10/2007,455.347,84.080,539.427
31/10/2007,443.981,88.110,532.091
01/11/2007,427.386,100.948,528.334
02/11/2007,430.437,85.566,516.003
03/11/2007,392.820,0.001,392.821
04/11/2007,614.386,0.004,614.390
05/11/2007,533.249,1.461,534.710
06/11/2007,454.480,0.003,454.483
07/11/2007,460.044,3.058,463.102
08/11/2007,448.073,58.407,506.480
09/11/2007,398.698,63.311,462.009
10/11/2007,342.960,0.001,342.961
11/11/2007,338.083,2.579,340.662
12/11/2007,399.997,65.380,465.377
13/11/2007,410.810,73.642,484.452
14/11/2007,408.864,137.382,546.246
15/11/2007,398.197,212.909,611.106
16/11/2007,347.903,206.052,553.955
17/11/2007,301.030,203.462,504.492
18/11/2007,303.059,187.332,490.391
19/11/2007,343.369,249.551,592.920
20/11/2007,361.754,233.048,594.802
21/11/2007,489.456,186.371,675.827
22/11/2007,498.836,204.225,703.061
23/11/2007,417.678,182.094,599.772
24/11/2007,334.033,96.105,430.138
25/11/2007,340.813,70.201,411.014
26/11/2007,419.741,121.718,541.459
27/11/2007,374.574,159.381,533.955
28/11/2007,370.100,199.834,569.934
29/11/2007,378.609,239.274,617.883
30/11/2007,362.093,201.986,564.079
01/12/2007,299.957,119.814,419.771
02/12/2007,298.619,151.336,449.955
03/12/2007,385.437,230.146,615.583
04/12/2007,386.077,201.782,587.859
05/12/2007,381.484,236.079,617.563
06/12/2007,354.801,251.727,606.528
07/12/2007,374.732,183.585,558.317
08/12/2007,313.825,105.185,419.010
09/12/2007,327.650,81.451,409.101
10/12/2007,413.928,189.272,603.200
11/12/2007,400.089,146.709,546.798
12/12/2007,367.747,121.955,489.702
13/12/2007,356.539,141.407,497.946
14/12/2007,338.846,157.452,496.298
15/12/2007,327.489,93.898,421.387
16/12/2007,340.252,9.013,349.265
17/12/2007,386.092,87.901,473.993
18/12/2007,363.951,132.835,496.786
19/12/2007,353.295,153.595,506.890
20/12/2007,349.952,150.610,500.562
21/12/2007,320.376,114.417,434.793
22/12/2007,393.022,3.846,396.868
23/12/2007,354.870,0.001,354.871
24/12/2007,373.255,0.002,373.257
25/12/2007,323.048,0.001,323.049
26/12/2007,296.715,0.000,296.715
27/12/2007,302.500,0.403,302.903
28/12/2007,271.165,73.731,344.896
29/12/2007,247.107,172.168,419.275
30/12/2007,249.826,67.577,317.403
31/12/2007,239.354,178.337,417.691
01/01/2008,246.821,102.658,349.479
02/01/2008,305.202,59.062,364.264
03/01/2008,310.355,112.064,422.419
04/01/2008,296.095,176.647,472.742
05/01/2008,258.183,233.872,492.055
06/01/2008,278.165,37.964,316.129
07/01/2008,332.230,93.456,425.686
08/01/2008,344.656,99.941,444.597
09/01/2008,337.668,164.883,502.551
10/01/2008,300.060,241.603,541.663
11/01/2008,321.314,175.497,496.811
12/01/2008,304.518,73.793,378.311
13/01/2008,317.960,63.619,381.579
14/01/2008,377.239,110.749,487.988
15/01/2008,362.077,143.859,505.936
16/01/2008,364.071,99.771,463.842
17/01/2008,378.860,81.276,460.136
18/01/2008,343.336,79.410,422.746
19/01/2008,308.176,17.717,325.893
20/01/2008,329.276,2.195,331.471
21/01/2008,408.698,45.950,454.648
22/01/2008,396.492,39.710,436.202
23/01/2008,367.465,60.080,427.545
24/01/2008,366.217,31.025,397.242
25/01/2008,344.720,36.895,381.615
26/01/2008,293.235,31.117,324.352
27/01/2008,292.897,0.000,292.897
28/01/2008,318.291,0.772,319.063
29/01/2008,376.177,66.353,442.530
30/01/2008,373.399,72.700,446.099
31/01/2008,410.383,45.396,455.779
01/02/2008,375.499,33.541,409.040
02/02/2008,311.418,41.682,353.100
03/02/2008,302.461,1.199,303.660
04/02/2008,356.632,64.810,421.442
05/02/2008,363.824,44.136,407.960
06/02/2008,371.639,32.541,404.180
07/02/2008,414.350,0.000,414.350
08/02/2008,415.063,0.000,415.063
09/02/2008,368.304,0.001,368.305
10/02/2008,337.224,0.001,337.225
11/02/2008,378.773,2.392,381.165
12/02/2008,393.240,0.073,393.313
13/02/2008,433.202,0.071,433.273
14/02/2008,408.169,0.000,408.169
15/02/2008,373.633,18.552,392.185
16/02/2008,313.697,59.271,372.968
17/02/2008,310.798,37.183,347.981
18/02/2008,352.912,132.548,485.460
19/02/2008,341.522,121.379,462.901
20/02/2008,392.441,11.550,403.991
21/02/2008,378.352,2.290,380.642
22/02/2008,376.477,20.432,396.909
23/02/2008,356.371,0.000,356.371
24/02/2008,360.964,0.000,360.964
25/02/2008,415.416,0.000,415.416
26/02/2008,404.428,0.000,404.428
27/02/2008,400.677,0.000,400.677
28/02/2008,474.761,0.001,474.762
29/02/2008,467.700,0.001,467.701
01/03/2008,370.339,0.001,370.340
02/03/2008,330.532,0.816,331.348
03/03/2008,365.488,59.415,424.903
04/03/2008,386.338,19.234,405.572
05/03/2008,376.283,45.798,422.081
06/03/2008,372.392,58.833,431.225
07/03/2008,369.758,64.752,434.510
08/03/2008,301.892,13.919,315.811
09/03/2008,283.920,29.224,313.144
10/03/2008,308.636,58.462,367.098
11/03/2008,381.756,48.167,429.923
12/03/2008,390.101,68.697,458.798
13/03/2008,365.097,133.867,498.964
14/03/2008,338.237,195.937,534.174
15/03/2008,311.330,116.228,427.558
16/03/2008,292.513,129.130,421.643
17/03/2008,343.305,215.288,558.593
18/03/2008,369.882,153.874,523.756
19/03/2008,376.761,79.001,455.762
20/03/2008,388.191,30.124,418.315
21/03/2008,385.719,1.239,386.958
22/03/2008,317.530,0.000,317.530
23/03/2008,276.931,0.000,276.931
24/03/2008,300.984,1.843,302.827
25/03/2008,373.500,9.498,382.998
26/03/2008,511.892,14.530,526.422
27/03/2008,566.942,13.713,580.655
28/03/2008,525.216,24.816,550.032
29/03/2008,565.786,24.847,590.633
30/03/2008,495.424,3.005,498.429
31/03/2008,514.164,76.455,590.619
01/04/2008,451.929,67.027,518.956
02/04/2008,488.586,52.944,541.530
03/04/2008,640.756,77.352,718.108
04/04/2008,524.539,41.791,566.330
05/04/2008,432.160,0.027,432.187
06/04/2008,433.811,0.648,434.459
07/04/2008,458.377,29.867,488.244
08/04/2008,430.467,28.522,458.989
09/04/2008,422.413,95.050,517.463
10/04/2008,402.683,99.167,501.850
11/04/2008,384.984,48.662,433.646
12/04/2008,352.518,11.952,364.470
13/04/2008,458.140,9.577,467.717
14/04/2008,559.595,92.962,652.557
15/04/2008,563.188,137.702,700.890
16/04/2008,540.080,125.803,665.883
17/04/2008,520.395,139.672,660.067
18/04/2008,500.087,114.726,614.813
19/04/2008,429.556,64.139,493.695
20/04/2008,440.871,62.699,503.570
21/04/2008,549.506,109.591,659.097
22/04/2008,542.053,88.944,630.997
23/04/2008,531.310,93.891,625.201
24/04/2008,508.522,67.694,576.216
25/04/2008,408.612,1.481,410.093
26/04/2008,493.081,8.292,501.373
27/04/2008,662.866,36.408,699.274
28/04/2008,876.155,111.597,987.752
29/04/2008,855.233,169.470,"1,024.703"
30/04/2008,865.827,189.048,"1,054.875"
01/05/2008,842.629,143.216,985.845
02/05/2008,742.363,131.759,874.122
03/05/2008,671.694,61.403,733.097
04/05/2008,599.775,53.962,653.737
05/05/2008,641.501,144.469,785.970
06/05/2008,672.081,143.985,816.066
07/05/2008,686.175,152.922,839.097
08/05/2008,650.562,137.652,788.214
09/05/2008,621.893,101.665,723.558
10/05/2008,534.482,63.228,597.710
11/05/2008,608.697,40.529,649.226
12/05/2008,707.699,115.613,823.312
13/05/2008,766.168,151.389,917.557
14/05/2008,700.452,92.445,792.897
15/05/2008,626.974,96.239,723.213
16/05/2008,584.275,146.474,730.749
17/05/2008,862.723,184.121,"1,046.844"
18/05/2008,732.413,163.532,895.945
19/05/2008,737.610,127.981,865.591
20/05/2008,679.409,92.982,772.391
21/05/2008,800.128,84.307,884.435
22/05/2008,916.323,108.618,"1,024.941"
23/05/2008,956.793,65.198,"1,021.991"
24/05/2008,845.120,70.532,915.652
25/05/2008,721.404,66.947,788.351
26/05/2008,669.554,108.353,777.907
27/05/2008,753.243,115.987,869.230
28/05/2008,780.662,113.310,893.972
29/05/2008,795.593,65.754,861.347
30/05/2008,764.414,48.910,813.324
31/05/2008,698.313,14.269,712.582
01/06/2008,816.108,20.389,836.497
02/06/2008,857.660,95.309,952.969
03/06/2008,932.026,122.638,"1,054.664"
04/06/2008,820.215,142.914,963.129
05/06/2008,734.438,152.415,886.853
06/06/2008,766.963,189.650,956.613
07/06/2008,728.939,98.830,827.769
08/06/2008,657.046,17.002,674.048
09/06/2008,722.797,14.879,737.676
10/06/2008,691.690,99.967,791.657
11/06/2008,662.627,89.247,751.874
12/06/2008,739.243,67.274,806.517
13/06/2008,927.801,78.025,"1,005.826"
14/06/2008,825.880,13.613,839.493
15/06/2008,757.752,16.334,774.086
16/06/2008,827.015,68.530,895.545
17/06/2008,782.554,78.854,861.408
18/06/2008,723.820,61.328,785.148
19/06/2008,770.747,51.816,822.563
20/06/2008,784.180,55.121,839.301
21/06/2008,784.887,15.929,800.816
22/06/2008,759.861,37.409,797.270
23/06/2008,811.106,86.783,897.889
24/06/2008,824.995,85.213,910.208
25/06/2008,814.333,71.107,885.440
26/06/2008,833.954,117.529,951.483
27/06/2008,746.435,68.728,815.163
28/06/2008,760.134,53.293,813.427
29/06/2008,765.479,5.831,771.310
30/06/2008,880.591,59.102,939.693
01/07/2008,877.049,39.964,917.013
02/07/2008,891.376,27.223,918.599
03/07/2008,879.089,45.553,924.642
04/07/2008,885.049,95.452,980.501
05/07/2008,827.635,40.266,867.901
06/07/2008,740.654,8.680,749.334
07/07/2008,899.459,63.289,962.748
08/07/2008,"1,032.045",68.121,"1,100.166"
09/07/2008,987.849,70.863,"1,058.712"
10/07/2008,"1,032.579",57.044,"1,089.623"
11/07/2008,999.500,66.125,"1,065.625"
12/07/2008,"1,027.232",11.448,"1,038.680"
13/07/2008,874.671,0.901,875.572
14/07/2008,809.861,49.473,859.334
15/07/2008,845.342,49.314,894.656
16/07/2008,846.737,48.630,895.367
17/07/2008,908.893,51.621,960.514
18/07/2008,980.190,61.340,"1,041.530"
19/07/2008,869.528,20.966,890.494
20/07/2008,858.151,45.333,903.484
21/07/2008,"1,050.511",81.830,"1,132.341"
22/07/2008,"1,032.072",107.020,"1,139.092"
23/07/2008,"1,047.721",133.188,"1,180.909"
24/07/2008,"1,008.057",112.970,"1,121.027"
25/07/2008,969.453,54.522,"1,023.975"
26/07/2008,892.345,18.467,910.812
27/07/2008,970.455,48.501,"1,018.956"
28/07/2008,"1,056.710",113.070,"1,169.780"
29/07/2008,"1,014.814",117.552,"1,132.366"
30/07/2008,924.924,83.801,"1,008.725"
31/07/2008,894.508,64.999,959.507
01/08/2008,982.441,49.855,"1,032.296"
02/08/2008,851.613,60.038,911.651
03/08/2008,789.703,10.343,800.046
04/08/2008,912.359,97.153,"1,009.512"
05/08/2008,907.733,127.835,"1,035.568"
06/08/2008,864.534,134.074,998.608
07/08/2008,883.566,133.248,"1,016.814"
08/08/2008,947.330,140.231,"1,087.561"
09/08/2008,908.298,102.544,"1,010.842"
10/08/2008,"1,099.803",114.857,"1,214.660"
11/08/2008,"1,047.817",161.221,"1,209.038"
12/08/2008,"1,075.179",161.820,"1,236.999"
13/08/2008,"1,022.915",164.742,"1,187.657"
14/08/2008,986.844,146.108,"1,132.952"
15/08/2008,931.078,109.126,"1,040.204"
16/08/2008,911.711,75.564,987.275
17/08/2008,891.260,55.012,946.272
18/08/2008,977.397,122.192,"1,099.589"
19/08/2008,918.647,96.892,"1,015.539"
20/08/2008,895.386,84.880,980.266
21/08/2008,"1,071.746",84.526,"1,156.272"
22/08/2008,"1,097.515",121.428,"1,218.943"
23/08/2008,914.803,77.816,992.619
24/08/2008,839.580,81.836,921.416
25/08/2008,965.142,113.819,"1,078.961"
26/08/2008,859.697,96.529,956.226
27/08/2008,870.330,99.403,969.733
28/08/2008,843.275,87.066,930.341
29/08/2008,728.568,54.668,783.236
30/08/2008,703.970,14.525,718.495
31/08/2008,744.565,15.976,760.541
01/09/2008,834.055,115.882,949.937
02/09/2008,794.548,136.364,930.912
03/09/2008,813.297,141.814,955.111
04/09/2008,809.331,141.752,951.083
05/09/2008,731.348,123.867,855.215
06/09/2008,602.929,84.265,687.194
07/09/2008,670.241,55.285,725.526
08/09/2008,845.380,118.151,963.531
09/09/2008,857.073,107.278,964.351
10/09/2008,727.640,93.609,821.249
11/09/2008,680.863,82.997,763.860
12/09/2008,493.240,11.942,505.182
13/09/2008,378.536,0.000,378.536
14/09/2008,476.840,0.000,476.840
15/09/2008,829.881,6.371,836.252
16/09/2008,881.743,20.331,902.074
17/09/2008,712.056,51.203,763.259
18/09/2008,672.134,36.932,709.066
19/09/2008,528.501,13.568,542.069
20/09/2008,640.228,48.952,689.180
21/09/2008,529.682,33.782,563.464
22/09/2008,719.468,117.455,836.923
23/09/2008,752.457,149.871,902.328
24/09/2008,662.749,45.738,708.487
25/09/2008,514.500,16.516,531.016
26/09/2008,440.572,16.444,457.016
27/09/2008,365.142,0.000,365.142
28/09/2008,448.698,0.000,448.698
29/09/2008,704.603,50.027,754.630
30/09/2008,675.362,8.038,683.400
01/10/2008,574.518,9.434,583.952
02/10/2008,457.615,57.460,515.075
03/10/2008,515.150,110.510,625.660
04/10/2008,548.678,0.000,548.678
05/10/2008,482.810,0.000,482.810
06/10/2008,830.529,56.156,886.685
07/10/2008,775.954,81.560,857.514
08/10/2008,727.860,64.560,792.420
09/10/2008,586.867,19.728,606.595
10/10/2008,476.914,27.707,504.621
11/10/2008,381.007,0.008,381.015
12/10/2008,345.350,0.000,345.350
13/10/2008,464.858,22.745,487.603
14/10/2008,577.763,54.892,632.655
15/10/2008,537.320,97.294,634.614
16/10/2008,477.861,125.727,603.588
17/10/2008,441.742,112.807,554.549
18/10/2008,341.028,8.903,349.931
19/10/2008,418.304,22.868,441.172
20/10/2008,565.218,62.114,627.332
21/10/2008,635.148,90.964,726.112
22/10/2008,686.233,75.494,761.727
23/10/2008,546.682,118.765,665.447
24/10/2008,472.599,99.612,572.211
25/10/2008,350.951,0.001,350.952
26/10/2008,341.697,1.295,342.992
27/10/2008,435.642,99.933,535.575
28/10/2008,486.428,94.907,581.335
29/10/2008,431.087,79.625,510.712
30/10/2008,401.077,139.895,540.972
31/10/2008,443.874,154.887,598.761
01/11/2008,420.463,78.226,498.689
02/11/2008,346.334,44.534,390.868
03/11/2008,480.102,116.710,596.812
04/11/2008,490.867,26.949,517.816
05/11/2008,470.500,21.864,492.364
06/11/2008,435.468,45.039,480.507
07/11/2008,539.868,71.766,611.634
08/11/2008,486.520,0.061,486.581
09/11/2008,396.691,0.000,396.691
10/11/2008,429.438,51.580,481.018
11/11/2008,391.232,62.515,453.747
12/11/2008,362.010,125.113,487.123
13/11/2008,365.604,125.178,490.782
14/11/2008,395.031,113.347,508.378
15/11/2008,384.854,0.104,384.958
16/11/2008,461.884,0.693,462.577
17/11/2008,485.578,47.070,532.648
18/11/2008,466.366,42.517,508.883
19/11/2008,440.960,33.083,474.043
20/11/2008,558.632,65.308,623.940
21/11/2008,559.522,37.151,596.673
22/11/2008,752.817,0.006,752.823
23/11/2008,521.301,0.741,522.042
24/11/2008,582.187,1.341,583.528
25/11/2008,442.507,0.497,443.004
26/11/2008,398.888,4.737,403.625
27/11/2008,369.578,32.501,402.079
28/11/2008,385.719,31.984,417.703
29/11/2008,381.536,1.465,383.001
30/11/2008,353.481,9.791,363.272
01/12/2008,426.028,22.258,448.286
02/12/2008,413.554,42.462,456.016
03/12/2008,422.630,55.872,478.502
04/12/2008,393.889,58.979,452.868
05/12/2008,343.158,47.230,390.388
06/12/2008,333.907,26.772,360.679
07/12/2008,380.558,17.629,398.187
08/12/2008,416.273,25.703,441.976
09/12/2008,499.416,37.492,536.908
10/12/2008,471.312,46.581,517.893
11/12/2008,404.840,49.618,454.458
12/12/2008,404.077,40.632,444.709
13/12/2008,455.430,0.002,455.432
14/12/2008,425.442,0.008,425.450
15/12/2008,464.591,23.057,487.648
16/12/2008,435.675,6.137,441.812
17/12/2008,423.242,23.075,446.317
18/12/2008,428.723,53.827,482.550
19/12/2008,462.802,22.843,485.645
20/12/2008,343.263,0.010,343.273
21/12/2008,298.196,0.039,298.235
22/12/2008,317.493,28.613,346.106
23/12/2008,334.878,16.595,351.473
24/12/2008,294.228,5.764,299.992
25/12/2008,251.012,0.008,251.020
26/12/2008,244.997,0.000,244.997
27/12/2008,246.517,9.978,256.495
28/12/2008,243.835,7.757,251.592
29/12/2008,287.969,0.037,288.006
30/12/2008,305.012,17.222,322.234
31/12/2008,299.444,0.014,299.458
01/01/2009,314.305,0.002,314.307
02/01/2009,363.023,19.225,382.248
03/01/2009,302.628,0.011,302.639
04/01/2009,269.620,1.073,270.693
05/01/2009,307.173,107.914,415.087
06/01/2009,300.964,166.953,467.917
07/01/2009,339.172,128.066,467.238
08/01/2009,387.985,40.950,428.935
09/01/2009,364.923,16.181,381.104
10/01/2009,310.933,0.000,310.933
11/01/2009,309.799,0.000,309.799
12/01/2009,360.860,67.044,427.904
13/01/2009,322.841,153.216,476.057
