Gas_Date,System Demand,GPG,Total Demand
08/08/2010,844.211,43.866,888.077
09/08/2010,878.750,42.054,920.804
10/08/2010,"1,043.315",44.926,"1,088.241"
11/08/2010,"1,036.596",42.772,"1,079.368"
12/08/2010,934.750,39.287,974.037
13/08/2010,861.902,1.135,863.037
14/08/2010,808.093,0.020,808.113
15/08/2010,840.241,0.015,840.256
16/08/2010,"1,046.806",0.091,"1,046.897"
17/08/2010,966.939,1.736,968.675
18/08/2010,"1,066.246",2.246,"1,068.492"
19/08/2010,904.643,9.627,914.270
20/08/2010,"1,038.380",1.794,"1,040.174"
21/08/2010,883.878,0.119,883.997
22/08/2010,777.736,0.059,777.795
23/08/2010,846.938,9.022,855.960
24/08/2010,970.949,0.114,971.063
25/08/2010,"1,129.521",2.584,"1,132.105"
26/08/2010,"1,008.868",25.087,"1,033.955"
27/08/2010,973.790,20.761,994.551
28/08/2010,812.042,5.737,817.779
29/08/2010,774.419,0.085,774.504
30/08/2010,786.707,0.063,786.770
31/08/2010,894.835,0.021,894.856
01/09/2010,864.679,0.050,864.729
02/09/2010,864.350,0.035,864.385
03/09/2010,786.599,0.017,786.616
04/09/2010,636.361,27.563,663.924
05/09/2010,719.027,5.230,724.257
06/09/2010,872.550,42.346,914.896
07/09/2010,840.909,0.102,841.011
08/09/2010,790.407,0.057,790.464
09/09/2010,649.866,0.160,650.026
10/09/2010,823.537,0.018,823.555
11/09/2010,667.648,0.019,667.667
12/09/2010,651.142,0.019,651.161
13/09/2010,783.633,2.729,786.362
14/09/2010,745.306,10.103,755.409
15/09/2010,823.514,0.048,823.562
16/09/2010,879.309,3.428,882.737
17/09/2010,853.178,34.846,888.024
18/09/2010,740.746,0.035,740.781
19/09/2010,704.207,0.048,704.255
20/09/2010,723.494,0.025,723.519
21/09/2010,764.889,0.022,764.911
22/09/2010,737.679,0.084,737.763
23/09/2010,724.951,0.033,724.984
24/09/2010,690.938,0.227,691.165
25/09/2010,535.469,0.018,535.487
26/09/2010,464.847,0.017,464.864
27/09/2010,703.980,0.085,704.065
28/09/2010,864.235,0.049,864.284
29/09/2010,865.829,0.128,865.957
30/09/2010,778.531,33.588,812.119
01/10/2010,667.354,17.451,684.805
02/10/2010,494.516,0.021,494.537
03/10/2010,386.915,0.040,386.955
04/10/2010,417.679,0.086,417.765
05/10/2010,461.760,17.287,479.047
06/10/2010,516.934,15.201,532.135
07/10/2010,693.676,16.719,710.395
08/10/2010,615.298,0.078,615.376
09/10/2010,502.747,10.512,513.259
10/10/2010,410.527,10.465,420.992
11/10/2010,408.284,1.906,410.190
12/10/2010,407.386,28.944,436.330
13/10/2010,593.018,11.887,604.905
14/10/2010,487.599,14.244,501.843
15/10/2010,864.642,0.063,864.705
16/10/2010,843.188,0.036,843.224
17/10/2010,663.052,0.034,663.086
18/10/2010,701.007,0.722,701.729
19/10/2010,633.854,61.579,695.433
20/10/2010,550.352,59.446,609.798
21/10/2010,450.068,58.066,508.134
22/10/2010,375.893,46.981,422.874
23/10/2010,470.871,0.029,470.900
24/10/2010,482.016,0.035,482.051
25/10/2010,486.096,0.011,486.107
26/10/2010,464.058,32.456,496.514
27/10/2010,514.380,33.828,548.208
28/10/2010,447.666,32.187,479.853
29/10/2010,354.548,86.907,441.455
30/10/2010,373.166,7.690,380.856
31/10/2010,552.149,0.046,552.195
01/11/2010,553.980,1.205,555.185
02/11/2010,516.517,0.027,516.544
03/11/2010,646.157,3.963,650.120
04/11/2010,609.228,35.838,645.066
05/11/2010,479.148,42.618,521.766
06/11/2010,373.690,0.006,373.696
07/11/2010,359.398,1.581,360.979
08/11/2010,417.275,28.843,446.118
09/11/2010,376.331,38.571,414.902
10/11/2010,390.999,0.590,391.589
11/11/2010,378.957,41.247,420.204
12/11/2010,350.269,0.001,350.270
13/11/2010,443.072,0.003,443.075
14/11/2010,395.659,0.036,395.695
15/11/2010,504.537,0.000,504.537
16/11/2010,510.446,0.008,510.454
17/11/2010,443.514,0.001,443.515
18/11/2010,556.480,0.047,556.527
19/11/2010,472.995,0.042,473.037
20/11/2010,373.402,0.056,373.458
21/11/2010,349.851,0.018,349.869
22/11/2010,359.679,32.761,392.440
23/11/2010,352.002,98.822,450.824
24/11/2010,356.435,113.592,470.027
25/11/2010,372.173,45.711,417.884
26/11/2010,370.363,56.701,427.064
27/11/2010,347.339,12.641,359.980
28/11/2010,467.642,0.025,467.667
29/11/2010,439.060,1.137,440.197
30/11/2010,395.215,1.725,396.940
01/12/2010,378.260,0.000,378.260
02/12/2010,365.573,14.371,379.944
03/12/2010,334.746,0.006,334.752
04/12/2010,290.733,0.040,290.773
05/12/2010,299.635,0.037,299.672
06/12/2010,343.817,28.470,372.287
07/12/2010,345.542,28.338,373.880
08/12/2010,363.900,1.911,365.811
09/12/2010,365.281,1.991,367.272
10/12/2010,391.316,2.811,394.127
11/12/2010,343.354,0.057,343.411
12/12/2010,366.728,0.024,366.752
13/12/2010,387.682,3.245,390.927
14/12/2010,347.697,34.629,382.326
15/12/2010,372.085,46.088,418.173
16/12/2010,390.218,32.216,422.434
17/12/2010,379.809,31.247,411.056
18/12/2010,365.546,1.687,367.233
19/12/2010,448.685,0.002,448.687
20/12/2010,535.899,0.004,535.903
21/12/2010,477.978,9.679,487.657
22/12/2010,372.261,0.032,372.293
23/12/2010,373.636,0.009,373.645
24/12/2010,296.809,0.034,296.843
25/12/2010,230.113,0.024,230.137
26/12/2010,276.951,0.028,276.979
27/12/2010,407.698,0.097,407.795
28/12/2010,331.845,0.030,331.875
29/12/2010,309.009,0.022,309.031
30/12/2010,301.100,0.202,301.302
31/12/2010,266.725,43.197,309.922
01/01/2011,256.439,17.966,274.405
02/01/2011,276.239,0.031,276.270
03/01/2011,322.678,0.052,322.730
04/01/2011,327.668,22.468,350.136
05/01/2011,337.122,28.421,365.543
06/01/2011,304.043,98.459,402.502
07/01/2011,290.269,128.471,418.740
08/01/2011,264.774,46.445,311.219
09/01/2011,284.122,0.003,284.125
10/01/2011,314.709,107.724,422.433
11/01/2011,322.898,90.969,413.867
12/01/2011,318.119,108.129,426.248
13/01/2011,313.757,88.384,402.141
14/01/2011,320.465,87.665,408.130
15/01/2011,275.084,21.366,296.450
16/01/2011,285.261,16.078,301.339
17/01/2011,362.428,24.166,386.594
18/01/2011,371.152,24.124,395.276
19/01/2011,375.016,38.418,413.434
20/01/2011,342.816,52.798,395.614
21/01/2011,317.305,52.643,369.948
22/01/2011,289.113,4.296,293.409
23/01/2011,283.564,8.718,292.282
24/01/2011,360.128,96.640,456.768
25/01/2011,342.138,86.432,428.570
26/01/2011,322.354,11.509,333.863
27/01/2011,356.638,90.452,447.090
28/01/2011,350.097,75.256,425.353
29/01/2011,291.583,17.901,309.484
30/01/2011,271.171,107.295,378.466
31/01/2011,317.461,251.979,569.440
01/02/2011,328.095,243.171,571.266
02/02/2011,340.728,220.381,561.109
03/02/2011,337.255,177.100,514.355
04/02/2011,307.875,185.555,493.430
05/02/2011,302.290,129.217,431.507
06/02/2011,347.688,0.810,348.498
07/02/2011,385.413,40.040,425.453
08/02/2011,381.907,20.976,402.883
09/02/2011,362.935,54.230,417.165
10/02/2011,333.203,72.475,405.678
11/02/2011,333.257,26.727,359.984
12/02/2011,333.701,0.007,333.708
13/02/2011,342.407,0.000,342.407
14/02/2011,369.446,5.630,375.076
15/02/2011,347.053,0.003,347.056
16/02/2011,346.135,31.119,377.254
17/02/2011,345.545,110.215,455.760
18/02/2011,328.120,126.447,454.567
19/02/2011,286.830,48.658,335.488
20/02/2011,325.112,16.507,341.619
21/02/2011,416.707,0.005,416.712
22/02/2011,387.658,0.006,387.664
23/02/2011,360.981,0.011,360.992
24/02/2011,346.382,0.020,346.402
25/02/2011,324.125,48.472,372.597
26/02/2011,275.539,5.341,280.880
27/02/2011,314.159,0.000,314.159
28/02/2011,405.676,95.073,500.749
01/03/2011,462.369,59.589,521.958
02/03/2011,442.727,0.004,442.731
03/03/2011,432.492,54.392,486.884
04/03/2011,482.188,55.537,537.725
05/03/2011,361.625,0.016,361.641
06/03/2011,321.282,0.006,321.288
07/03/2011,355.878,54.025,409.903
08/03/2011,350.936,53.604,404.540
09/03/2011,369.184,53.986,423.170
10/03/2011,401.805,54.789,456.594
11/03/2011,336.178,0.032,336.210
12/03/2011,276.772,0.072,276.844
13/03/2011,281.901,0.018,281.919
14/03/2011,337.317,0.044,337.361
15/03/2011,374.619,49.006,423.625
16/03/2011,406.210,41.890,448.100
17/03/2011,442.221,42.560,484.781
18/03/2011,430.963,42.079,473.042
19/03/2011,342.314,0.019,342.333
20/03/2011,302.028,0.002,302.030
21/03/2011,349.018,21.274,370.292
22/03/2011,351.999,25.087,377.086
23/03/2011,374.040,57.979,432.019
24/03/2011,446.696,42.600,489.296
25/03/2011,472.449,34.585,507.034
26/03/2011,420.016,0.004,420.020
27/03/2011,372.883,0.055,372.938
28/03/2011,398.090,22.810,420.900
29/03/2011,372.571,33.733,406.304
30/03/2011,434.872,22.830,457.702
31/03/2011,474.776,23.229,498.005
01/04/2011,454.176,0.003,454.179
02/04/2011,447.980,0.002,447.982
03/04/2011,459.778,0.001,459.779
04/04/2011,493.122,0.030,493.152
05/04/2011,428.581,0.017,428.598
06/04/2011,401.711,0.001,401.712
07/04/2011,389.227,0.065,389.292
08/04/2011,364.548,21.998,386.546
09/04/2011,322.864,0.043,322.907
10/04/2011,453.697,0.027,453.724
11/04/2011,570.370,22.286,592.656
12/04/2011,567.267,22.157,589.424
13/04/2011,618.700,22.007,640.707
14/04/2011,537.558,22.754,560.312
15/04/2011,506.077,22.084,528.161
16/04/2011,455.360,0.022,455.382
17/04/2011,453.513,0.006,453.519
18/04/2011,471.611,21.446,493.057
19/04/2011,426.884,0.400,427.284
20/04/2011,494.184,21.134,515.318
21/04/2011,446.609,13.448,460.057
22/04/2011,485.077,0.001,485.078
23/04/2011,480.009,0.009,480.018
24/04/2011,422.957,0.003,422.960
25/04/2011,475.225,0.014,475.239
26/04/2011,461.811,0.009,461.820
27/04/2011,499.595,22.192,521.787
28/04/2011,476.988,3.840,480.828
29/04/2011,456.972,1.347,458.319
30/04/2011,395.769,0.001,395.770
01/05/2011,442.518,0.001,442.519
02/05/2011,569.306,0.868,570.174
03/05/2011,636.247,12.493,648.740
04/05/2011,659.870,0.154,660.024
05/05/2011,718.229,3.494,721.723
06/05/2011,717.222,0.059,717.281
07/05/2011,681.976,0.004,681.980
08/05/2011,705.252,0.009,705.261
09/05/2011,845.828,5.483,851.311
10/05/2011,911.192,69.662,980.854
11/05/2011,"1,050.233",7.850,"1,058.083"
12/05/2011,921.363,80.649,"1,002.012"
13/05/2011,887.675,11.235,898.910
14/05/2011,872.100,1.635,873.735
15/05/2011,783.247,1.726,784.973
16/05/2011,794.989,17.324,812.313
17/05/2011,771.986,16.882,788.868
18/05/2011,836.752,47.304,884.056
19/05/2011,746.447,7.177,753.624
20/05/2011,686.122,65.484,751.606
21/05/2011,516.570,0.002,516.572
22/05/2011,505.586,0.005,505.591
23/05/2011,705.546,23.957,729.503
24/05/2011,823.988,27.399,851.387
25/05/2011,872.872,8.910,881.782
26/05/2011,837.371,30.584,867.955
27/05/2011,799.546,31.697,831.243
28/05/2011,751.043,20.932,771.975
29/05/2011,765.069,0.002,765.071
30/05/2011,868.809,59.751,928.560
31/05/2011,933.589,57.433,991.022
01/06/2011,878.060,3.835,881.895
02/06/2011,740.832,0.014,740.846
03/06/2011,725.154,0.006,725.160
04/06/2011,706.908,0.004,706.912
05/06/2011,800.791,0.007,800.798
06/06/2011,957.533,3.671,961.204
07/06/2011,"1,144.858",0.025,"1,144.883"
08/06/2011,"1,132.914",0.717,"1,133.631"
09/06/2011,926.924,9.274,936.198
10/06/2011,866.409,0.970,867.379
11/06/2011,767.523,0.704,768.227
12/06/2011,808.040,0.007,808.047
13/06/2011,841.141,0.012,841.153
14/06/2011,955.241,2.205,957.446
15/06/2011,974.787,0.021,974.808
16/06/2011,986.852,0.535,987.387
17/06/2011,932.278,0.018,932.296
18/06/2011,744.028,0.003,744.031
19/06/2011,738.873,0.002,738.875
20/06/2011,829.233,0.015,829.248
21/06/2011,"1,015.602",0.010,"1,015.612"
22/06/2011,982.278,0.014,982.292
23/06/2011,828.845,0.013,828.858
24/06/2011,736.262,0.311,736.573
25/06/2011,699.371,0.001,699.372
26/06/2011,739.347,0.020,739.367
27/06/2011,822.048,0.614,822.662
28/06/2011,908.804,3.036,911.840
29/06/2011,900.422,0.230,900.652
30/06/2011,832.859,0.043,832.902
01/07/2011,824.199,0.031,824.230
02/07/2011,737.712,0.025,737.737
03/07/2011,800.140,0.015,800.155
04/07/2011,927.743,0.072,927.815
05/07/2011,"1,024.497",6.228,"1,030.725"
06/07/2011,976.020,0.114,976.134
07/07/2011,"1,038.043",6.668,"1,044.711"
08/07/2011,996.420,10.323,"1,006.743"
09/07/2011,862.723,7.516,870.239
10/07/2011,972.934,28.595,"1,001.529"
11/07/2011,990.870,61.416,"1,052.286"
12/07/2011,929.448,63.565,993.013
13/07/2011,944.765,76.814,"1,021.579"
14/07/2011,972.427,79.376,"1,051.803"
15/07/2011,987.401,51.022,"1,038.423"
16/07/2011,899.003,6.221,905.224
17/07/2011,807.776,0.001,807.777
18/07/2011,927.660,0.004,927.664
19/07/2011,859.799,16.063,875.862
20/07/2011,961.165,2.685,963.850
21/07/2011,971.209,46.929,"1,018.138"
22/07/2011,871.042,45.409,916.451
23/07/2011,903.484,1.917,905.401
24/07/2011,901.003,15.788,916.791
25/07/2011,938.531,46.083,984.614
26/07/2011,990.346,69.091,"1,059.437"
27/07/2011,"1,007.933",55.669,"1,063.602"
28/07/2011,923.424,49.182,972.606
29/07/2011,839.680,6.146,845.826
30/07/2011,790.730,0.026,790.756
31/07/2011,616.133,5.632,621.765
01/08/2011,693.759,6.049,699.808
02/08/2011,619.714,1.749,621.463
03/08/2011,525.625,0.019,525.644
04/08/2011,512.401,0.030,512.431
05/08/2011,669.208,10.964,680.172
06/08/2011,743.182,8.588,751.770
07/08/2011,850.824,0.921,851.745
08/08/2011,887.173,42.401,929.574
09/08/2011,925.665,62.319,987.984
10/08/2011,945.746,51.896,997.642
11/08/2011,843.086,30.649,873.735
12/08/2011,978.456,24.680,"1,003.136"
13/08/2011,876.761,1.270,878.031
14/08/2011,709.065,0.034,709.099
15/08/2011,893.350,23.838,917.188
16/08/2011,638.975,51.580,690.555
17/08/2011,798.943,28.014,826.957
18/08/2011,846.058,0.012,846.070
19/08/2011,673.039,0.030,673.069
20/08/2011,623.716,0.833,624.549
21/08/2011,630.201,0.026,630.227
22/08/2011,718.349,0.851,719.200
23/08/2011,693.991,0.067,694.058
24/08/2011,648.955,0.004,648.959
25/08/2011,686.910,0.006,686.916
26/08/2011,773.086,0.005,773.091
27/08/2011,653.076,0.011,653.087
28/08/2011,605.529,1.890,607.419
29/08/2011,761.346,0.001,761.347
30/08/2011,825.815,0.024,825.839
31/08/2011,748.813,0.082,748.895
01/09/2011,705.507,4.134,709.641
02/09/2011,602.605,4.387,606.992
03/09/2011,464.820,0.618,465.438
04/09/2011,474.716,0.165,474.881
05/09/2011,534.584,1.153,535.737
06/09/2011,784.300,0.017,784.317
07/09/2011,801.778,0.579,802.357
08/09/2011,803.285,30.030,833.315
09/09/2011,937.969,23.475,961.444
10/09/2011,794.519,0.002,794.521
11/09/2011,790.801,4.120,794.921
12/09/2011,825.316,37.973,863.289
13/09/2011,672.545,0.068,672.613
14/09/2011,695.183,11.435,706.618
15/09/2011,723.371,0.313,723.684
16/09/2011,572.830,0.072,572.902
17/09/2011,430.849,0.000,430.849
18/09/2011,458.799,0.038,458.837
19/09/2011,443.557,0.012,443.569
20/09/2011,644.778,0.019,644.797
21/09/2011,602.276,2.140,604.416
22/09/2011,453.241,0.077,453.318
23/09/2011,620.793,2.232,623.025
24/09/2011,689.244,0.007,689.251
25/09/2011,546.692,0.019,546.711
26/09/2011,547.716,0.564,548.280
27/09/2011,490.526,0.028,490.554
28/09/2011,508.087,1.788,509.875
29/09/2011,768.676,0.922,769.598
30/09/2011,718.719,0.032,718.751
01/10/2011,786.844,0.001,786.845
02/10/2011,654.795,0.008,654.803
03/10/2011,638.368,0.137,638.505
04/10/2011,542.129,0.020,542.149
05/10/2011,502.840,2.222,505.062
06/10/2011,491.632,31.088,522.720
07/10/2011,474.484,13.634,488.118
08/10/2011,445.259,0.001,445.260
09/10/2011,608.579,0.002,608.581
10/10/2011,761.076,5.670,766.746
11/10/2011,684.949,20.731,705.680
12/10/2011,647.774,42.279,690.053
13/10/2011,515.771,3.319,519.090
14/10/2011,404.302,73.450,477.752
15/10/2011,397.952,0.045,397.997
16/10/2011,559.281,3.143,562.424
17/10/2011,563.585,78.736,642.321
18/10/2011,469.032,12.207,481.239
19/10/2011,388.400,0.006,388.406
20/10/2011,373.906,0.066,373.972
21/10/2011,437.168,25.644,462.812
22/10/2011,442.072,9.217,451.289
23/10/2011,320.034,0.000,320.034
24/10/2011,554.748,5.440,560.188
25/10/2011,612.469,3.702,616.171
26/10/2011,478.888,23.743,502.631
27/10/2011,400.613,0.000,400.613
28/10/2011,352.018,5.693,357.711
29/10/2011,354.565,0.000,354.565
30/10/2011,553.821,0.003,553.824
31/10/2011,533.785,0.000,533.785
01/11/2011,482.761,0.000,482.761
02/11/2011,568.065,0.000,568.065
03/11/2011,532.557,5.933,538.490
04/11/2011,452.238,20.395,472.633
05/11/2011,328.654,0.084,328.738
06/11/2011,321.568,39.127,360.695
07/11/2011,366.755,110.644,477.399
08/11/2011,368.221,192.960,561.181
09/11/2011,370.268,111.576,481.844
10/11/2011,406.122,24.970,431.092
11/11/2011,372.285,60.277,432.562
12/11/2011,321.458,63.221,384.679
13/11/2011,323.159,0.000,323.159
14/11/2011,387.655,47.138,434.793
15/11/2011,371.605,60.974,432.579
16/11/2011,403.320,52.574,455.894
17/11/2011,373.356,59.389,432.745
18/11/2011,334.839,77.450,412.289
19/11/2011,343.902,0.000,343.902
20/11/2011,357.802,5.485,363.287
21/11/2011,401.117,64.912,466.029
22/11/2011,407.147,69.737,476.884
23/11/2011,428.632,60.178,488.810
24/11/2011,379.617,59.411,439.028
25/11/2011,344.038,59.683,403.721
26/11/2011,369.183,0.000,369.183
27/11/2011,347.611,0.001,347.612
28/11/2011,365.266,7.277,372.543
29/11/2011,350.069,74.125,424.194
30/11/2011,446.008,26.527,472.535
01/12/2011,483.861,0.002,483.863
02/12/2011,420.221,0.001,420.222
03/12/2011,394.901,0.006,394.907
04/12/2011,468.926,0.005,468.931
05/12/2011,451.060,0.008,451.068
06/12/2011,401.767,0.058,401.825
07/12/2011,365.671,29.559,395.230
08/12/2011,340.892,53.244,394.136
09/12/2011,332.244,7.222,339.466
10/12/2011,297.930,0.009,297.939
11/12/2011,340.737,0.001,340.738
12/12/2011,405.320,9.813,415.133
13/12/2011,442.069,9.557,451.626
14/12/2011,418.915,0.723,419.638
15/12/2011,378.095,1.512,379.607
16/12/2011,339.769,0.305,340.074
17/12/2011,283.500,0.030,283.530
18/12/2011,291.307,0.058,291.365
19/12/2011,358.929,0.070,358.999
20/12/2011,366.312,0.313,366.625
21/12/2011,361.413,0.281,361.694
22/12/2011,323.234,0.726,323.960
23/12/2011,279.558,34.685,314.243
24/12/2011,236.245,0.032,236.277
25/12/2011,218.038,0.000,218.038
26/12/2011,259.067,0.000,259.067
27/12/2011,288.221,0.001,288.222
28/12/2011,299.975,0.024,299.999
29/12/2011,293.389,0.035,293.424
30/12/2011,272.210,0.028,272.238
31/12/2011,237.528,0.002,237.530
01/01/2012,222.320,0.004,222.324
02/01/2012,220.283,58.281,278.564
03/01/2012,268.194,70.872,339.066
04/01/2012,314.328,0.042,314.370
05/01/2012,329.102,0.062,329.164
06/01/2012,312.915,0.051,312.966
07/01/2012,271.335,0.081,271.416
08/01/2012,283.348,0.044,283.392
09/01/2012,334.167,0.068,334.235
10/01/2012,370.328,0.825,371.153
11/01/2012,437.281,0.172,437.453
12/01/2012,403.489,3.399,406.888
13/01/2012,378.039,1.170,379.209
14/01/2012,349.223,0.705,349.928
15/01/2012,317.902,0.017,317.919
16/01/2012,337.013,0.003,337.016
17/01/2012,320.744,28.373,349.117
18/01/2012,343.958,0.080,344.038
19/01/2012,348.286,0.058,348.344
20/01/2012,336.168,0.020,336.188
21/01/2012,291.794,0.030,291.824
22/01/2012,286.104,2.202,288.306
23/01/2012,318.765,41.261,360.026
24/01/2012,309.963,48.582,358.545
25/01/2012,314.367,2.469,316.836
26/01/2012,285.819,0.001,285.820
27/01/2012,288.120,0.000,288.120
28/01/2012,253.092,7.386,260.478
29/01/2012,250.083,52.070,302.153
30/01/2012,322.251,65.979,388.230
31/01/2012,381.188,7.071,388.259
01/02/2012,366.993,0.005,366.998
02/02/2012,344.709,2.287,346.996
03/02/2012,324.841,0.055,324.896
04/02/2012,270.166,0.002,270.168
05/02/2012,295.406,0.000,295.406
06/02/2012,358.552,0.022,358.574
07/02/2012,384.652,0.073,384.725
08/02/2012,388.281,0.508,388.789
09/02/2012,357.408,0.293,357.701
10/02/2012,336.990,0.017,337.007
11/02/2012,312.206,0.001,312.207
12/02/2012,315.973,0.001,315.974
13/02/2012,354.409,2.527,356.936
14/02/2012,344.215,2.513,346.728
15/02/2012,332.923,29.384,362.307
16/02/2012,346.565,30.521,377.086
17/02/2012,342.532,0.019,342.551
18/02/2012,287.533,0.022,287.555
19/02/2012,281.134,0.796,281.930
20/02/2012,341.404,11.831,353.235
21/02/2012,340.855,0.115,340.970
22/02/2012,342.429,0.040,342.469
23/02/2012,339.028,0.099,339.127
24/02/2012,309.200,49.646,358.846
25/02/2012,252.611,72.112,324.723
26/02/2012,263.944,44.730,308.674
27/02/2012,330.976,47.420,378.396
28/02/2012,362.118,0.077,362.195
29/02/2012,355.341,0.022,355.363
01/03/2012,377.485,2.463,379.948
02/03/2012,346.378,1.648,348.026
03/03/2012,341.555,0.047,341.602
04/03/2012,304.130,0.019,304.149
05/03/2012,380.945,0.083,381.028
06/03/2012,393.364,2.247,395.611
07/03/2012,389.931,1.810,391.741
08/03/2012,375.131,2.323,377.454
09/03/2012,338.762,1.555,340.317
10/03/2012,323.654,0.026,323.680
11/03/2012,315.894,0.034,315.928
12/03/2012,327.663,0.014,327.677
13/03/2012,351.941,0.007,351.948
14/03/2012,336.752,3.546,340.298
15/03/2012,333.622,39.321,372.943
16/03/2012,348.851,0.009,348.860
17/03/2012,322.353,0.003,322.356
18/03/2012,322.459,0.009,322.468
19/03/2012,364.418,0.030,364.448
20/03/2012,343.604,18.189,361.793
21/03/2012,401.055,2.581,403.636
22/03/2012,390.716,60.582,451.298
23/03/2012,507.858,0.097,507.955
24/03/2012,431.139,0.110,431.249
25/03/2012,438.998,0.097,439.095
26/03/2012,472.328,2.656,474.984
27/03/2012,446.408,67.148,513.556
28/03/2012,400.486,41.753,442.239
29/03/2012,386.275,2.652,388.927
30/03/2012,342.811,50.425,393.236
31/03/2012,302.313,0.022,302.335
01/04/2012,333.812,0.001,333.813
02/04/2012,375.286,6.128,381.414
03/04/2012,368.489,0.014,368.503
04/04/2012,359.459,13.895,373.354
05/04/2012,334.350,0.001,334.351
06/04/2012,279.239,0.031,279.270
07/04/2012,346.145,0.022,346.167
08/04/2012,371.252,0.016,371.268
09/04/2012,591.326,0.068,591.394
10/04/2012,660.719,0.092,660.811
11/04/2012,532.933,0.048,532.981
12/04/2012,483.671,1.144,484.815
13/04/2012,419.270,30.788,450.058
14/04/2012,351.868,0.007,351.875
15/04/2012,313.696,1.637,315.333
16/04/2012,431.178,52.368,483.546
17/04/2012,424.933,55.262,480.195
18/04/2012,398.418,69.333,467.751
19/04/2012,385.811,58.726,444.537
20/04/2012,382.806,58.413,441.219
21/04/2012,333.706,0.011,333.717
22/04/2012,330.353,0.008,330.361
23/04/2012,553.486,24.784,578.270
24/04/2012,832.699,0.021,832.720
25/04/2012,684.496,0.029,684.525
26/04/2012,601.466,0.023,601.489
27/04/2012,541.800,0.078,541.878
28/04/2012,473.736,0.052,473.788
29/04/2012,581.562,0.752,582.314
30/04/2012,674.513,43.798,718.311
01/05/2012,492.309,2.081,494.390
02/05/2012,765.407,0.037,765.444
03/05/2012,880.408,0.019,880.427
04/05/2012,749.565,0.049,749.614
05/05/2012,708.559,0.016,708.575
06/05/2012,691.822,0.030,691.852
07/05/2012,747.597,0.017,747.614
08/05/2012,539.020,0.073,539.093
09/05/2012,495.878,0.077,495.955
10/05/2012,584.783,0.031,584.814
11/05/2012,693.661,0.179,693.840
12/05/2012,740.014,0.047,740.061
13/05/2012,785.787,0.019,785.806
14/05/2012,785.604,0.108,785.712
15/05/2012,713.287,1.383,714.670
16/05/2012,729.954,0.044,729.998
17/05/2012,699.508,0.069,699.577
18/05/2012,705.109,0.056,705.165
19/05/2012,693.804,0.214,694.018
20/05/2012,745.004,0.051,745.055
21/05/2012,869.728,1.758,871.486
22/05/2012,785.251,1.612,786.863
23/05/2012,632.786,1.713,634.499
24/05/2012,734.609,5.466,740.075
25/05/2012,996.848,0.676,997.524
26/05/2012,766.543,0.016,766.559
27/05/2012,757.448,0.024,757.472
28/05/2012,822.348,0.030,822.378
29/05/2012,795.698,1.759,797.457
30/05/2012,803.937,16.061,819.998
31/05/2012,806.236,0.028,806.264
01/06/2012,859.600,0.020,859.620
02/06/2012,820.224,0.020,820.244
03/06/2012,786.391,0.020,786.411
04/06/2012,873.307,1.266,874.573
05/06/2012,980.690,10.872,991.562
06/06/2012,912.821,67.154,979.975
07/06/2012,885.830,80.592,966.422
08/06/2012,859.530,60.735,920.265
09/06/2012,795.513,76.503,872.016
10/06/2012,811.473,68.646,880.119
11/06/2012,957.389,60.528,"1,017.917"
12/06/2012,943.088,29.338,972.426
13/06/2012,870.548,45.981,916.529
14/06/2012,830.688,50.654,881.342
15/06/2012,796.965,62.365,859.330
16/06/2012,758.765,41.239,800.004
17/06/2012,762.941,34.434,797.375
18/06/2012,820.718,45.000,865.718
19/06/2012,946.348,57.108,"1,003.456"
20/06/2012,"1,030.722",11.262,"1,041.984"
21/06/2012,998.017,0.523,998.540
22/06/2012,"1,023.653",20.398,"1,044.051"
23/06/2012,951.816,30.304,982.120
24/06/2012,755.631,30.944,786.575
25/06/2012,881.737,54.652,936.389
26/06/2012,"1,033.498",52.403,"1,085.901"
27/06/2012,"1,010.837",37.817,"1,048.654"
28/06/2012,889.363,36.071,925.434
29/06/2012,901.425,27.557,928.982
30/06/2012,927.662,24.727,952.389
01/07/2012,"1,024.655",0.034,"1,024.689"
02/07/2012,"1,009.447",67.092,"1,076.539"
03/07/2012,884.358,47.507,931.865
04/07/2012,962.032,35.316,997.348
05/07/2012,993.668,36.678,"1,030.346"
06/07/2012,"1,025.390",27.092,"1,052.482"
07/07/2012,998.712,0.006,998.718
08/07/2012,958.937,1.094,960.031
09/07/2012,862.383,48.990,911.373
10/07/2012,900.418,70.096,970.514
11/07/2012,828.970,13.270,842.240
12/07/2012,870.755,21.333,892.088
13/07/2012,799.210,0.226,799.436
14/07/2012,817.310,0.032,817.342
15/07/2012,826.517,0.016,826.533
16/07/2012,781.191,0.168,781.359
17/07/2012,787.023,0.134,787.157
18/07/2012,940.753,0.006,940.759
19/07/2012,953.264,1.694,954.958
20/07/2012,826.853,0.079,826.932
21/07/2012,722.287,0.024,722.311
22/07/2012,742.489,0.011,742.500
23/07/2012,878.519,1.276,879.795
24/07/2012,860.584,0.022,860.606
25/07/2012,843.950,0.628,844.578
26/07/2012,894.749,0.010,894.759
27/07/2012,873.172,0.056,873.228
28/07/2012,855.055,0.007,855.062
29/07/2012,903.722,0.026,903.748
30/07/2012,964.748,0.030,964.778
31/07/2012,937.671,0.017,937.688
01/08/2012,984.648,0.016,984.664
