Route_Number,Route_Name,Direction,Tram_Stop_Name,Stop_Sequence,Tram_Tracker_ID,Metlink_Stop_ID,VicgridX,VicgridY,Boardings,Alightings
5,Melbourne University to Malvern,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,23.08286715,26.38041806
5,Melbourne University to Malvern,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,,9.892657042
5,Melbourne University to Malvern,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,26.38041806,16.48776174
55,Domain Interchange to West Coburg,Down,8-Franklin St/William St (Melbourne City),0015,3065,18202,2496078.062,2410140.553,28.29299879,6.287333012
55,Domain Interchange to West Coburg,Down,8-Franklin St/William St (Melbourne City),0015,3065,18202,2496078.062,2410140.553,31.43666553,18.86199903
55,Domain Interchange to West Coburg,Down,8-Franklin St/William St (Melbourne City),0015,3065,18202,2496078.062,2410140.553,12.57466602,28.29299879
55,West Coburg to Domain Interchange,Up,31-Grantham St/Dawson St (Brunswick West),0015,1261,18072,2495573.83,2414542.013,137.1122293,140.3767996
55,West Coburg to Domain Interchange,Up,31-Grantham St/Dawson St (Brunswick West),0015,1261,18072,2495573.83,2414542.013,42.43949986,29.38119221
55,West Coburg to Domain Interchange,Up,31-Grantham St/Dawson St (Brunswick West),0015,1261,18072,2495573.83,2414542.013,35.91034603,13.05830765
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,15-Arden St/Abbotsford St (North Melbourne),0015,3825,18540,2495229.527,2411146.764,10.54186249,17.56977081
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,15-Arden St/Abbotsford St (North Melbourne),0015,3825,18540,2495229.527,2411146.764,35.13954163,147.5860748
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,15-Arden St/Abbotsford St (North Melbourne),0015,3825,18540,2495229.527,2411146.764,28.1116333,140.5581665
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,34-Burrowes St/Union Rd (Ascot Vale),0015,1334,17947,2492528.151,2413602.025,66.04722214,6.952339172
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,34-Burrowes St/Union Rd (Ascot Vale),0015,1334,17947,2492528.151,2413602.025,100.808918,31.28552628
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,34-Burrowes St/Union Rd (Ascot Vale),0015,1334,17947,2492528.151,2413602.025,20.85701752,13.90467834
59,Airport West to City(Elizabeth/Flinders st),Up,44-Thorn St/Mt Alexander Rd (Essendon),0015,1305,19468,2492310.908,2416978.548,49.19535828,3.513954163
59,Airport West to City(Elizabeth/Flinders st),Up,44-Thorn St/Mt Alexander Rd (Essendon),0015,1305,19468,2492310.908,2416978.548,31.62558746,10.54186249
59,Airport West to City(Elizabeth/Flinders st),Up,44-Thorn St/Mt Alexander Rd (Essendon),0015,1305,19468,2492310.908,2416978.548,3.513954163,
59,City (Elizabeth/Flinders St) to Airport West,Down,20-Melrose St/Flemington Rd (North Melbourne),0015,2281,19595,2495019.789,2412278.481,27.80935669,100.808918
59,City (Elizabeth/Flinders St) to Airport West,Down,20-Melrose St/Flemington Rd (North Melbourne),0015,2281,19595,2495019.789,2412278.481,48.66637421,208.5701752
59,City (Elizabeth/Flinders St) to Airport West,Down,20-Melrose St/Flemington Rd (North Melbourne),0015,2281,19595,2495019.789,2412278.481,38.23786545,333.7122803
6,Glen Iris to Melbourne University,Down,39-Auburn Gr/High St (Armadale),0015,1161,16772,2501317.3,2405153.117,13.03727913,3.259319782
6,Glen Iris to Melbourne University,Down,39-Auburn Gr/High St (Armadale),0015,1161,16772,2501317.3,2405153.117,32.59319782,9.777959347
6,Glen Iris to Melbourne University,Down,39-Auburn Gr/High St (Armadale),0015,1161,16772,2501317.3,2405153.117,3.259319782,6.518639565
6,Melbourne University to Glen Iris,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,3.259319782,48.88979626
6,Melbourne University to Glen Iris,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,,13.03727913
6,Melbourne University to Glen Iris,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,29.33387804,35.85251904
64,East Brighton to Melbourne University,Down,54-Glen Eira Rd/Hawthorn Rd (Caulfield),0015,1121,18426,2502041.835,2402328.725,49.17016792,7.024309635
64,East Brighton to Melbourne University,Down,54-Glen Eira Rd/Hawthorn Rd (Caulfield),0015,1121,18426,2502041.835,2402328.725,49.17016745,14.04861927
64,East Brighton to Melbourne University,Down,54-Glen Eira Rd/Hawthorn Rd (Caulfield),0015,1121,18426,2502041.835,2402328.725,35.12154818,10.53646445
64,Melbourne University to East Brighton,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0015,3019,19504,2497482.779,2407838.544,13.12739849,72.20069528
64,Melbourne University to East Brighton,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0015,3019,19504,2497482.779,2407838.544,22.97294736,68.91884375
64,Melbourne University to East Brighton,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0015,3019,19504,2497482.779,2407838.544,22.97294736,52.50959539
67,Carnegie to Melbourne University,Down,54-Bambra Rd/Glenhuntly Rd (Caulfield),0015,1054,18397,2502542.137,2401472.851,19.91462898,3.982925892
67,Carnegie to Melbourne University,Down,54-Bambra Rd/Glenhuntly Rd (Caulfield),0015,1054,18397,2502542.137,2401472.851,27.88048124,15.93170357
67,Carnegie to Melbourne University,Down,54-Bambra Rd/Glenhuntly Rd (Caulfield),0015,1054,18397,2502542.137,2401472.851,15.93170357,11.94877768
67,Melbourne University to Carnegie,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,3.828824759,15.31529903
67,Melbourne University to Carnegie,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,7.657649517,49.77472138
67,Melbourne University to Carnegie,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,19.14412379,15.3152988
70,Waterfront City Docklands to Wattle Park,Down,7A-William Barak Bridge/Melbourne Park (Melbourne City),0015,3622,22903,2497904.982,2409206.03,,3.192030668
70,Waterfront City Docklands to Wattle Park,Down,7A-William Barak Bridge/Melbourne Park (Melbourne City),0015,3622,22903,2497904.982,2409206.03,6.384061337,9.576092005
70,Waterfront City Docklands to Wattle Park,Down,7A-William Barak Bridge/Melbourne Park (Melbourne City),0015,3622,22903,2497904.982,2409206.03,,3.192030668
70,Wattle Park to Waterfront City Docklands,Up,47-Willow Gr/Riversdale Rd (Camberwell),0015,1779,19765,2506396.91,2407527.268,17.16925502,61.80931878
70,Wattle Park to Waterfront City Docklands,Up,47-Willow Gr/Riversdale Rd (Camberwell),0015,1779,19765,2506396.91,2407527.268,113.317086,13.73540401
70,Wattle Park to Waterfront City Docklands,Up,47-Willow Gr/Riversdale Rd (Camberwell),0015,1779,19765,2506396.91,2407527.268,41.20621443,6.867702007
72,Camberwell to Melbourne University,Down,55-Middle Rd/Burke Rd (Camberwell),0015,1655,19050,2504792.402,2406375.392,13.35770321,
72,Camberwell to Melbourne University,Down,55-Middle Rd/Burke Rd (Camberwell),0015,1655,19050,2504792.402,2406375.392,3.339425802,10.01827741
72,Camberwell to Melbourne University,Down,55-Middle Rd/Burke Rd (Camberwell),0015,1655,19050,2504792.402,2406375.392,13.35770321,50.09138775
72,Melbourne University to Camberwell,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,3.454578638,31.09120631
72,Melbourne University to Camberwell,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,10.36373591,38.00036502
72,Melbourne University to Camberwell,Up,18-Coventry St/St Kilda Rd (Southbank),0015,3018,19503,2497484.642,2408085.049,6.909157276,13.81831455
75,City(La Trobe/Spencer St) to Vermont South,Down,11-Clarendon St/Wellington Pde (East Melbourne),0015,3611,18095,2498450.374,2409443.217,40.50493336,31.15764141
75,City(La Trobe/Spencer St) to Vermont South,Down,11-Clarendon St/Wellington Pde (East Melbourne),0015,3611,18095,2498450.374,2409443.217,43.62069845,62.31528187
75,City(La Trobe/Spencer St) to Vermont South,Down,11-Clarendon St/Wellington Pde (East Melbourne),0015,3611,18095,2498450.374,2409443.217,24.92611313,84.12563086
75,Vermont South to City(La Trobe/Spencer St),Up,61-Presbyterian Ladies College/Burwood Hwy (Burwood),0015,1961,21100,2509305.89,2405663.485,6.510551929,52.08441567
75,Vermont South to City(La Trobe/Spencer St),Up,61-Presbyterian Ladies College/Burwood Hwy (Burwood),0015,1961,21100,2509305.89,2405663.485,42.31858802,9.765827894
75,Vermont South to City(La Trobe/Spencer St),Up,61-Presbyterian Ladies College/Burwood Hwy (Burwood),0015,1961,21100,2509305.89,2405663.485,94.40300465,32.55275965
78,Richmond to St Kilda,Up,51-Malcolm St/Chapel St (South Yarra),0015,4151,19100,2499677.923,2407186.639,23.37598133,113.5404847
78,Richmond to St Kilda,Up,51-Malcolm St/Chapel St (South Yarra),0015,4151,19100,2499677.923,2407186.639,16.69712901,50.09138775
78,Richmond to St Kilda,Up,51-Malcolm St/Chapel St (South Yarra),0015,4151,19100,2499677.923,2407186.639,23.37598062,53.43081498
78,St Kilda to Richmond,Down,50-Toorak Rd/Chapel St (South Yarra),0015,4050,18606,2499604.001,2406822.483,44.16102886,37.36702442
78,St Kilda to Richmond,Down,50-Toorak Rd/Chapel St (South Yarra),0015,4050,18606,2499604.001,2406822.483,149.4680967,149.4680977
78,St Kilda to Richmond,Down,50-Toorak Rd/Chapel St (South Yarra),0015,4050,18606,2499604.001,2406822.483,156.2621031,135.8800898
8,Moreland to Toorak,Up,119-Park St/Lygon St (Carlton North),0015,1217,19347,2497401.196,2413454.566,56.48926902,3.530579329
8,Moreland to Toorak,Up,119-Park St/Lygon St (Carlton North),0015,1217,19347,2497401.196,2413454.566,56.48926902,10.59173775
8,Moreland to Toorak,Up,119-Park St/Lygon St (Carlton North),0015,1217,19347,2497401.196,2413454.566,21.18347597,7.061158657
8,Toorak to Moreland,Down,29-Myrtle St/Toorak Rd (South Yarra),0015,1564,18702,2499076.138,2406917.669,30.13455606,3.348284006
8,Toorak to Moreland,Down,29-Myrtle St/Toorak Rd (South Yarra),0015,1564,18702,2499076.138,2406917.669,87.05538487,33.48284006
8,Toorak to Moreland,Down,29-Myrtle St/Toorak Rd (South Yarra),0015,1564,18702,2499076.138,2406917.669,53.57254434,56.92082858
82,Footscray to Moonee Ponds,Up,50-Wests Rd/Williamson Rd (Maribyrnong),0015,4350,17920,2489617.709,2413967.4,8.463717461,25.39115238
82,Footscray to Moonee Ponds,Up,50-Wests Rd/Williamson Rd (Maribyrnong),0015,4350,17920,2489617.709,2413967.4,38.08672857,97.33275175
82,Moonee Ponds to Footscray,Down,46-Rosamond Rd/Raleigh Rd (Maribyrnong),0015,2346,18490,2490058.246,2414657.042,38.08672905,16.92743492
82,Moonee Ponds to Footscray,Down,46-Rosamond Rd/Raleigh Rd (Maribyrnong),0015,2346,18490,2490058.246,2414657.042,16.92743492,8.463717461
86,Bundoora to City (Docklands),Up,57-Reservoir Dist Sec. Coll/Plenty Rd (Reservoir),0015,1857,4498,2502665.831,2419804.519,3.480749846,45.24974704
86,Bundoora to City (Docklands),Up,57-Reservoir Dist Sec. Coll/Plenty Rd (Reservoir),0015,1857,4498,2502665.831,2419804.519,10.44224954,6.961499691
86,Bundoora to City (Docklands),Up,57-Reservoir Dist Sec. Coll/Plenty Rd (Reservoir),0015,1857,4498,2502665.831,2419804.519,83.537992,24.36524868
86,City (Docklands) to Bundoora,Down,10-Albert St/Nicholson St (East Melbourne),0015,3310,17892,2497613.719,2410176.646,666.2154765,121.1300902
86,City (Docklands) to Bundoora,Down,10-Albert St/Nicholson St (East Melbourne),0015,3310,17892,2497613.719,2410176.646,344.2644644,200.8209376
86,City (Docklands) to Bundoora,Down,10-Albert St/Nicholson St (East Melbourne),0015,3310,17892,2497613.719,2410176.646,188.0704012,73.31558084
86,City (Docklands) to Bundoora,Down,10-Albert St/Nicholson St (East Melbourne),0015,3310,17892,2497613.719,2410176.646,146.6311569,12.75053549
96,East Brunswick to St Kilda Beach,Up,13-Hanover St/Nicholson St (Fitzroy),0015,1513,6059,2497717.427,2410899.2,35.52563047,59.9495008
96,East Brunswick to St Kilda Beach,Up,13-Hanover St/Nicholson St (Fitzroy),0015,1513,6059,2497717.427,2410899.2,190.9502659,86.59372544
96,East Brunswick to St Kilda Beach,Up,13-Hanover St/Nicholson St (Fitzroy),0015,1513,6059,2497717.427,2410899.2,264.2218707,64.39020491
96,St Kilda Beach to East Brunswick,Down,127-South Melbourne Station/Light Rail (South Melbourne),0015,1532,20497,2496071.358,2407536.78,65.10551882,55.80473065
96,St Kilda Beach to East Brunswick,Down,127-South Melbourne Station/Light Rail (South Melbourne),0015,1532,20497,2496071.358,2407536.78,269.722862,209.2677357
96,St Kilda Beach to East Brunswick,Down,127-South Melbourne Station/Light Rail (South Melbourne),0015,1532,20497,2496071.358,2407536.78,227.8693132,179.0401759
1,East Coburg to South Melbourne Beach,Up,120-Brunswick Rd/Lygon St (Brunswick),0016,1216,19348,2497426.153,2413650.907,47.39681578,13.5419476
1,East Coburg to South Melbourne Beach,Up,120-Brunswick Rd/Lygon St (Brunswick),0016,1216,19348,2497426.153,2413650.907,60.93876386,13.54194736
1,East Coburg to South Melbourne Beach,Up,120-Brunswick Rd/Lygon St (Brunswick),0016,1216,19348,2497426.153,2413650.907,57.5532763,10.15646052
1,South Melbourne Beach to Coburg,Down,17-Southbank Bvd/Sturt St (Southbank),0016,1227,18227,2497112.347,2408610.79,32.88758707,23.02131081
1,South Melbourne Beach to Coburg,Down,17-Southbank Bvd/Sturt St (Southbank),0016,1227,18227,2497112.347,2408610.79,164.4379339,26.31007004
1,South Melbourne Beach to Coburg,Down,17-Southbank Bvd/Sturt St (Southbank),0016,1227,18227,2497112.347,2408610.79,115.1065545,19.73255253
109,Box Hill to Port Melbourne,Up,42-Burke Rd/Whitehorse Rd (Balwyn),0016,1742,19778,2505358.669,2410061.955,91.36280823,105.4186249
109,Box Hill to Port Melbourne,Up,42-Burke Rd/Whitehorse Rd (Balwyn),0016,1742,19778,2505358.669,2410061.955,42.16744995,59.73722076
109,Box Hill to Port Melbourne,Up,42-Burke Rd/Whitehorse Rd (Balwyn),0016,1742,19778,2505358.669,2410061.955,63.25117493,70.27908325
11,Preston to Victoria Harbour (Docklands),Up,31-Gadd St/St Georges Rd (Northcote),0016,1371,4469,2499359.27,2415363.225,16.92743492,
11,Victoria Harbour (Docklands) to Preston,Down,13-Gertrude St/Brunswick St (Fitzroy),0016,2353,4141,2497984.774,2410572.745,32.64576721,97.93730164
112,Preston to St Kilda,Up,31-Gadd St/St Georges Rd (Northcote),0016,1371,4469,2499359.27,2415363.225,62.45770121,9.861742258
112,Preston to St Kilda,Up,31-Gadd St/St Georges Rd (Northcote),0016,1371,4469,2499359.27,2415363.225,52.59595871,3.287247419
112,Preston to St Kilda,Up,31-Gadd St/St Georges Rd (Northcote),0016,1371,4469,2499359.27,2415363.225,16.4362371,23.01073194
112,St Kilda to Preston,Down,129-Park St/Clarendon St (South Melbourne),0016,1396,4084,2496619.074,2407289.182,67.4452486,41.75182056
112,St Kilda to Preston,Down,129-Park St/Clarendon St (South Melbourne),0016,1396,4084,2496619.074,2407289.182,118.8321047,61.02189159
112,St Kilda to Preston,Down,129-Park St/Clarendon St (South Melbourne),0016,1396,4084,2496619.074,2407289.182,96.35035706,57.81021309
16,Kew to Melbourne University via St Kilda Beach,Down,65-Kooyong Railway Station/Glenferrie Rd (Kooyong),0016,1465,20551,2502847.265,2406858.968,33.64459276,43.73796916
16,Kew to Melbourne University via St Kilda Beach,Down,65-Kooyong Railway Station/Glenferrie Rd (Kooyong),0016,1465,20551,2502847.265,2406858.968,37.00905132,67.28918195
16,Kew to Melbourne University via St Kilda Beach,Down,65-Kooyong Railway Station/Glenferrie Rd (Kooyong),0016,1465,20551,2502847.265,2406858.968,168.2229607,161.4940403
16,Melbourne University to Kew via St Kilda Beach,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,85.37315321,158.5501404
16,Melbourne University to Kew via St Kilda Beach,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,106.7164407,82.32411194
16,Melbourne University to Kew via St Kilda Beach,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,70.12794828,103.6674013
19,City(Elizabeth/Flinders st) to North Coburg,Down,16-Optus Oval/Royal Pde (Parkville),0016,2416,16731,2496412.368,2412902.157,,474.7742481
19,City(Elizabeth/Flinders st) to North Coburg,Down,16-Optus Oval/Royal Pde (Parkville),0016,2416,16731,2496412.368,2412902.157,49.9762373,328.4152684
19,City(Elizabeth/Flinders st) to North Coburg,Down,16-Optus Oval/Royal Pde (Parkville),0016,2416,16731,2496412.368,2412902.157,32.12758112,114.2313981
19,North Coburg to City (Elizabeth/Flinders St),Up,25-Stewart St/Sydney Rd (Brunswick),0016,1425,17321,2496731.345,2415318.774,247.3190434,6.966733456
19,North Coburg to City (Elizabeth/Flinders St),Up,25-Stewart St/Sydney Rd (Brunswick),0016,1425,17321,2496731.345,2415318.774,250.8024096,90.56753635
19,North Coburg to City (Elizabeth/Flinders St),Up,25-Stewart St/Sydney Rd (Brunswick),0016,1425,17321,2496731.345,2415318.774,135.851305,59.21723437
24,North Balwyn to City(Docklands),Up,35-Charles St/High St (Kew),0016,1880,18582,2503182.837,2410677.044,12.09102511,31.43666482
24,North Balwyn to City(Docklands),Up,35-Charles St/High St (Kew),0016,1880,18582,2503182.837,2410677.044,,2.418205023
3,East Malvern to Melbourne University,Down,45-Lumeah Rd/Balaclava Rd (Caulfield North),0016,1080,21059,2501291.582,2403302.814,22.97294831,3.828824759
3,East Malvern to Melbourne University,Down,45-Lumeah Rd/Balaclava Rd (Caulfield North),0016,1080,21059,2501291.582,2403302.814,30.63059807,7.657649517
3,East Malvern to Melbourne University,Down,45-Lumeah Rd/Balaclava Rd (Caulfield North),0016,1080,21059,2501291.582,2403302.814,7.657649517,3.828824759
3,Melbourne University to East Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,,68.91884494
3,Melbourne University to East Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,7.657649517,42.11707187
3,Melbourne University to East Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,42.11707234,88.06296802
31,Hoddle Street to Victoria Harbour (Docklands),Up,D14-Southern Cross Station/Collins St (Docklands),0016,3500,43472,2495787.772,2409039.973,73.15070367,103.0759888
31,Victoria Harbour (Docklands) to Hoddle Street,Down,13-Lansdowne St/Victoria Pde (Fitzroy),0016,2713,19374,2498097.995,2410286.092,29.92528772,59.85057521
35,Docklands to Spring Street,Down,0-Bourke St/Spring St (Melbourne City),0016,3913,20979,2497631.396,2409940.804,425.7900953,292.9748316
35,Docklands to Spring Street,Down,0-Bourke St/Spring St (Melbourne City),0016,3913,20979,2497631.396,2409940.804,62.501297,42.96964169
35,Spring Street to Docklands,Down,10-Albert St/Nicholson St (East Melbourne),0016,3310,17892,2497613.719,2410176.646,33.25031948,46.55044794
35,Spring Street to Docklands,Down,10-Albert St/Nicholson St (East Melbourne),0016,3310,17892,2497613.719,2410176.646,26.60025597,46.55044794
42,Box Hill to Victoria Harbour (Docklands),Up,42-Burke Rd/Whitehorse Rd (Balwyn),0016,1742,19778,2505358.669,2410061.955,,
42,Victoria Harbour (Docklands) to Box Hill,Down,13-Lansdowne St/Victoria Pde (Fitzroy),0016,2713,19374,2498097.995,2410286.092,22.4893055,149.9287109
42,Victoria Harbour (Docklands) to Box Hill,Down,13-Lansdowne St/Victoria Pde (Fitzroy),0016,2713,19374,2498097.995,2410286.092,44.9786129,22.4893055
48,North Balwyn to Victoria Harbour (Docklands),Up,35-Charles St/High St (Kew),0016,1880,18582,2503182.837,2410677.044,68.06799459,88.48839211
48,North Balwyn to Victoria Harbour (Docklands),Up,35-Charles St/High St (Kew),0016,1880,18582,2503182.837,2410677.044,34.03399706,20.42039824
48,North Balwyn to Victoria Harbour (Docklands),Up,35-Charles St/High St (Kew),0016,1880,18582,2503182.837,2410677.044,20.42039824,81.68159389
48,Victoria Harbour (Docklands) to North Balwyn,Down,11-Clarendon St/Wellington Pde (East Melbourne),0016,3611,18095,2498450.374,2409443.217,6.448546886,16.12136698
48,Victoria Harbour (Docklands) to North Balwyn,Down,11-Clarendon St/Wellington Pde (East Melbourne),0016,3611,18095,2498450.374,2409443.217,25.79418755,54.81264782
48,Victoria Harbour (Docklands) to North Balwyn,Down,11-Clarendon St/Wellington Pde (East Melbourne),0016,3611,18095,2498450.374,2409443.217,3.224273443,45.13982773
5,Malvern to Melbourne University,Down,36-Alexandra St/Dandenong Rd (Prahran),0016,1106,18445,2500386.92,2404633.782,113.9853868,
5,Malvern to Melbourne University,Down,36-Alexandra St/Dandenong Rd (Prahran),0016,1106,18445,2500386.92,2404633.782,26.82009125,10.05753422
5,Malvern to Melbourne University,Down,36-Alexandra St/Dandenong Rd (Prahran),0016,1106,18445,2500386.92,2404633.782,13.41004562,6.705022812
5,Melbourne University to Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,,92.33146501
5,Melbourne University to Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,16.48776174,42.86818051
5,Melbourne University to Malvern,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,36.27307582,62.65349317
55,Domain Interchange to West Coburg,Down,9-Queen Victoria Market/49 Peel St (North Melbourne),0016,3066,18206,2496105.218,2410444.67,12.57466602,12.57466602
55,Domain Interchange to West Coburg,Down,9-Queen Victoria Market/49 Peel St (North Melbourne),0016,3066,18206,2496105.218,2410444.67,6.287333012,128.8903258
55,Domain Interchange to West Coburg,Down,9-Queen Victoria Market/49 Peel St (North Melbourne),0016,3066,18206,2496105.218,2410444.67,22.00566554,37.72399855
55,West Coburg to Domain Interchange,Up,30-Union Square Shopping Centre/Grantham St (Brunswick West),0016,1260,18071,2495553.702,2414287.846,251.3724194,39.17492294
55,West Coburg to Domain Interchange,Up,30-Union Square Shopping Centre/Grantham St (Brunswick West),0016,1260,18071,2495553.702,2414287.846,101.2018843,39.17492294
55,West Coburg to Domain Interchange,Up,30-Union Square Shopping Centre/Grantham St (Brunswick West),0016,1260,18071,2495553.702,2414287.846,39.17492294,52.23323059
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,16-Haines St/Abbotsford St (North Melbourne),0016,3826,18539,2495261.982,2411375.414,42.16744995,24.59767914
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,16-Haines St/Abbotsford St (North Melbourne),0016,3826,18539,2495261.982,2411375.414,59.73722076,115.9604874
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,16-Haines St/Abbotsford St (North Melbourne),0016,3826,18539,2495261.982,2411375.414,24.59767914,238.9488831
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,33-Melbourne Showgrounds/Union Rd (Ascot Vale),0016,1333,17948,2492495.748,2413388.904,72.99956131,24.3331871
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,33-Melbourne Showgrounds/Union Rd (Ascot Vale),0016,1333,17948,2492495.748,2413388.904,121.6659355,48.66637421
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,33-Melbourne Showgrounds/Union Rd (Ascot Vale),0016,1333,17948,2492495.748,2413388.904,66.04722214,17.38084793
59,Airport West to City(Elizabeth/Flinders st),Up,43-Brewster St/Mt Alexander Rd (Essendon),0016,1304,19467,2492444.197,2416734.947,38.65349579,3.513954163
59,Airport West to City(Elizabeth/Flinders st),Up,43-Brewster St/Mt Alexander Rd (Essendon),0016,1304,19467,2492444.197,2416734.947,24.59767914,3.513954163
59,Airport West to City(Elizabeth/Flinders st),Up,43-Brewster St/Mt Alexander Rd (Essendon),0016,1304,19467,2492444.197,2416734.947,10.54186249,17.56977081
59,City (Elizabeth/Flinders St) to Airport West,Down,21-Racecourse Rd/Flemington Rd (North Melbourne),0016,2321,19596,2494924.081,2412372.318,,17.38084793
59,City (Elizabeth/Flinders St) to Airport West,Down,21-Racecourse Rd/Flemington Rd (North Melbourne),0016,2321,19596,2494924.081,2412372.318,6.952339172,45.19020462
59,City (Elizabeth/Flinders St) to Airport West,Down,21-Racecourse Rd/Flemington Rd (North Melbourne),0016,2321,19596,2494924.081,2412372.318,6.952339172,72.99956131
6,Glen Iris to Melbourne University,Down,38-Orrong Rd/High St (Armadale),0016,1160,16773,2501007.98,2405205.103,39.11183739,6.518639565
6,Glen Iris to Melbourne University,Down,38-Orrong Rd/High St (Armadale),0016,1160,16773,2501007.98,2405205.103,61.92707586,16.29659891
6,Glen Iris to Melbourne University,Down,38-Orrong Rd/High St (Armadale),0016,1160,16773,2501007.98,2405205.103,52.14911747,19.55591869
6,Melbourne University to Glen Iris,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,6.518639565,71.70503616
6,Melbourne University to Glen Iris,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,13.03727913,42.37115717
6,Melbourne University to Glen Iris,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,6.518639565,58.66775656
64,East Brighton to Melbourne University,Down,53-Crotonhurst Ave/Hawthorn Rd (Caulfield North),0016,1120,18427,2502086.774,2402621.729,28.09723902,3.512154818
64,East Brighton to Melbourne University,Down,53-Crotonhurst Ave/Hawthorn Rd (Caulfield North),0016,1120,18427,2502086.774,2402621.729,31.60939336,3.512154818
64,East Brighton to Melbourne University,Down,53-Crotonhurst Ave/Hawthorn Rd (Caulfield North),0016,1120,18427,2502086.774,2402621.729,10.53646445,24.58508396
64,Melbourne University to East Brighton,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,108.3010368,141.1195374
64,Melbourne University to East Brighton,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,62.35514426,65.63699317
64,Melbourne University to East Brighton,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0016,3020,19505,2497547.991,2407601.937,108.3010406,68.91884351
67,Carnegie to Melbourne University,Down,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),0016,1053,18396,2502384.69,2401498.425,19.91462946,
67,Carnegie to Melbourne University,Down,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),0016,1053,18396,2502384.69,2401498.425,23.89755535,19.91462946
67,Carnegie to Melbourne University,Down,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),0016,1053,18396,2502384.69,2401498.425,19.91462946,19.91462946
67,Melbourne University to Carnegie,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,3.828824759,34.45942283
67,Melbourne University to Carnegie,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,3.828824759,91.8917942
67,Melbourne University to Carnegie,Up,19-Shrine of Remembrance/St Kilda Rd (Melbourne City),0016,3019,19504,2497482.779,2407838.544,34.45942283,72.74766994
