FID,recorddate,dam,volume_ML,volume_percentfull
493,2020/01/16 12:59:59,O'Shannassy,246,7.87
494,2020/01/16 12:59:59,Yan Yean,20783,68.66
495,2020/01/16 12:59:59,Upper Yarra,88183,43.96
496,2020/01/16 12:59:59,Thomson,594847,55.69
497,2020/01/16 12:59:59,Maroondah,19275,86.9
498,2020/01/16 12:59:59,Silvan,34801,86.04
499,2020/01/16 12:59:59,Tarago,24387,64.89
500,2020/01/16 12:59:59,Sugarloaf,90890,94.42
501,2020/01/15 12:59:59,Cardinia,235463,82.06
502,2020/01/15 12:59:59,Greenvale,22325,83.18
503,2020/01/15 12:59:59,O'Shannassy,263,8.42
504,2020/01/15 12:59:59,Thomson,594893,55.7
505,2020/01/15 12:59:59,Yan Yean,20783,68.66
506,2020/01/15 12:59:59,Upper Yarra,87933,43.83
507,2020/01/15 12:59:59,Silvan,35021,86.58
508,2020/01/15 12:59:59,Maroondah,19219,86.65
509,2020/01/15 12:59:59,Tarago,24381,64.87
510,2020/01/15 12:59:59,Sugarloaf,90975,94.51
511,2020/01/07 12:59:59,Greenvale,22021,82.04
512,2020/01/07 12:59:59,O'Shannassy,192,6.14
513,2020/01/07 12:59:59,Yan Yean,20855,68.9
514,2020/01/07 12:59:59,Maroondah,19480,87.83
515,2020/01/07 12:59:59,Silvan,35111,86.81
516,2020/01/07 12:59:59,Tarago,24367,64.84
517,2020/01/07 12:59:59,Thomson,596395,55.84
518,2020/01/07 12:59:59,Upper Yarra,89553,44.64
519,2020/01/07 12:59:59,Sugarloaf,91440,94.99
520,2020/01/06 12:59:59,Cardinia,235781,82.17
521,2020/01/06 12:59:59,Greenvale,22082,82.27
522,2020/01/06 12:59:59,O'Shannassy,207,6.62
523,2020/01/06 12:59:59,Yan Yean,20879,68.98
524,2020/01/06 12:59:59,Maroondah,19555,88.16
525,2020/01/06 12:59:59,Silvan,34872,86.22
526,2020/01/06 12:59:59,Tarago,24372,64.85
527,2020/01/06 12:59:59,Thomson,596534,55.85
528,2020/01/06 12:59:59,Upper Yarra,89932,44.83
529,2020/01/06 12:59:59,Sugarloaf,91567,95.13
530,2020/01/05 12:59:59,Cardinia,235825,82.19
531,2020/01/05 12:59:59,Greenvale,22005,81.98
532,2020/01/05 12:59:59,Maroondah,19574,88.25
533,2020/01/05 12:59:59,O'Shannassy,223,7.14
534,2020/01/05 12:59:59,Yan Yean,20879,68.98
535,2020/01/05 12:59:59,Silvan,34746,85.9
536,2019/12/19 12:59:59,Sugarloaf,94688,98.37
537,2020/01/05 12:59:59,Tarago,24358,64.81
538,2019/12/18 12:59:59,Cardinia,240535,83.83
539,2020/01/05 12:59:59,Thomson,596876,55.88
540,2019/12/18 12:59:59,Greenvale,21981,81.89
541,2020/01/05 12:59:59,Upper Yarra,89932,44.83
542,2019/12/18 12:59:59,O'Shannassy,223,7.14
543,2020/01/05 12:59:59,Sugarloaf,91820,95.39
544,2019/12/18 12:59:59,Upper Yarra,85164,42.45
545,2019/12/18 12:59:59,Yan Yean,21311,70.41
546,2019/12/18 12:59:59,Maroondah,21227,95.7
547,2019/12/18 12:59:59,Silvan,35823,88.57
548,2019/12/18 12:59:59,Tarago,24358,64.81
549,2019/12/18 12:59:59,Thomson,607557,56.88
550,2019/12/18 12:59:59,Sugarloaf,94775,98.46
551,2019/12/17 12:59:59,Cardinia,240936,83.97
552,2019/12/17 12:59:59,Greenvale,22053,82.16
553,2019/12/17 12:59:59,O'Shannassy,217,6.94
554,2019/12/17 12:59:59,Upper Yarra,84581,42.16
555,2019/12/17 12:59:59,Yan Yean,21311,70.41
556,2019/12/17 12:59:59,Maroondah,21286,95.97
557,2019/12/17 12:59:59,Silvan,35785,88.47
558,2019/12/17 12:59:59,Tarago,24338,64.76
559,2019/12/17 12:59:59,Thomson,608736,56.99
560,2019/12/17 12:59:59,Sugarloaf,94949,98.64
561,2019/12/16 12:59:59,Cardinia,241181,84.06
562,2019/12/16 12:59:59,Greenvale,22077,82.25
563,2019/12/16 12:59:59,O'Shannassy,228,7.3
564,2019/12/16 12:59:59,Upper Yarra,83995,41.87
565,2019/12/16 12:59:59,Yan Yean,21359,70.57
566,2019/12/16 12:59:59,Maroondah,21364,96.32
567,2019/12/16 12:59:59,Silvan,35596,88.01
568,2019/12/16 12:59:59,Thomson,609805,57.09
569,2019/12/16 12:59:59,Sugarloaf,95036,98.73
570,2019/12/16 12:59:59,Tarago,24324,64.72
571,2019/12/28 12:59:59,Cardinia,236913,82.57
572,2019/12/28 12:59:59,Greenvale,21912,81.64
573,2019/12/28 12:59:59,O'Shannassy,239,7.65
574,2019/12/28 12:59:59,Thomson,600389,56.21
575,2019/12/28 12:59:59,Upper Yarra,89527,44.63
576,2019/12/28 12:59:59,Yan Yean,21071,69.61
577,2019/12/28 12:59:59,Maroondah,20373,91.85
578,2019/12/28 12:59:59,Silvan,35111,86.81
579,2019/12/28 12:59:59,Tarago,24381,64.87
580,2019/12/28 12:59:59,Sugarloaf,93514,97.15
581,2019/12/27 12:59:59,O'Shannassy,251,8.03
582,2019/12/27 12:59:59,Cardinia,237155,82.65
583,2019/12/27 12:59:59,Greenvale,21901,81.6
584,2019/12/27 12:59:59,Thomson,600839,56.25
585,2019/12/27 12:59:59,Upper Yarra,89725,44.73
586,2019/12/27 12:59:59,Yan Yean,21071,69.61
587,2019/12/27 12:59:59,Maroondah,20450,92.2
588,2019/12/27 12:59:59,Silvan,34878,86.23
589,2019/12/27 12:59:59,Tarago,24367,64.84
590,2019/12/27 12:59:59,Sugarloaf,93601,97.24
591,2019/12/26 12:59:59,Cardinia,237408,82.74
592,2019/12/26 12:59:59,Greenvale,21884,81.53
593,2019/12/26 12:59:59,O'Shannassy,251,8.03
594,2019/12/26 12:59:59,Thomson,601241,56.29
595,2019/12/26 12:59:59,Upper Yarra,89624,44.68
596,2019/12/26 12:59:59,Yan Yean,21095,69.69
597,2020/01/04 12:59:59,O'Shannassy,237,7.58
598,2019/12/26 12:59:59,Maroondah,20545,92.63
599,2019/12/26 12:59:59,Silvan,34712,85.82
600,2019/12/26 12:59:59,Tarago,24367,64.84
601,2019/12/26 12:59:59,Sugarloaf,93775,97.42
602,2019/12/25 12:59:59,O'Shannassy,253,8.1
603,2019/12/25 12:59:59,Greenvale,21852,81.41
604,2019/12/25 12:59:59,Upper Yarra,89338,44.54
605,2019/12/25 12:59:59,Yan Yean,21119,69.77
606,2019/12/25 12:59:59,Cardinia,237597,82.81
607,2019/12/25 12:59:59,Thomson,601612,56.33
608,2019/12/25 12:59:59,Maroondah,20641,93.06
609,2019/12/25 12:59:59,Silvan,34940,86.38
610,2019/12/25 12:59:59,Tarago,24372,64.85
611,2019/12/25 12:59:59,Sugarloaf,94122,97.78
612,2019/12/24 12:59:59,Cardinia,237719,82.85
613,2019/12/24 12:59:59,Greenvale,21820,81.29
614,2019/12/24 12:59:59,O'Shannassy,253,8.1
615,2019/12/24 12:59:59,Thomson,601968,56.36
616,2019/12/24 12:59:59,Upper Yarra,89047,44.39
617,2019/12/24 12:59:59,Yan Yean,21119,69.77
618,2019/12/24 12:59:59,Maroondah,20718,93.41
619,2019/12/24 12:59:59,Silvan,35222,87.08
620,2019/12/24 12:59:59,Tarago,24372,64.85
621,2019/12/24 12:59:59,Sugarloaf,94340,98.01
622,2019/12/23 12:59:59,Cardinia,237963,82.93
623,2019/12/23 12:59:59,Greenvale,21809,81.25
624,2019/12/23 12:59:59,O'Shannassy,248,7.94
625,2019/12/23 12:59:59,Upper Yarra,88761,44.25
626,2019/12/23 12:59:59,Yan Yean,21119,69.77
627,2019/12/23 12:59:59,Maroondah,20816,93.85
628,2019/12/23 12:59:59,Silvan,35486,87.73
629,2019/12/23 12:59:59,Tarago,24372,64.85
630,2019/12/23 12:59:59,Thomson,602340,56.39
631,2019/12/23 12:59:59,Sugarloaf,94470,98.14
632,2019/12/22 12:59:59,O'Shannassy,241,7.71
633,2019/12/22 12:59:59,Greenvale,21788,81.18
634,2019/12/22 12:59:59,Upper Yarra,88352,44.04
635,2019/12/22 12:59:59,Yan Yean,21167,69.93
636,2019/12/22 12:59:59,Cardinia,238206,83.02
637,2019/12/22 12:59:59,Maroondah,20914,94.29
638,2019/12/22 12:59:59,Silvan,35726,88.33
639,2019/12/22 12:59:59,Tarago,24358,64.81
640,2019/12/22 12:59:59,Thomson,602913,56.45
641,2019/12/22 12:59:59,Sugarloaf,94601,98.28
642,2019/12/21 12:59:59,Cardinia,238427,83.1
643,2019/12/21 12:59:59,Greenvale,21756,81.06
644,2019/12/21 12:59:59,O'Shannassy,230,7.36
645,2019/12/21 12:59:59,Upper Yarra,87312,43.52
646,2019/12/21 12:59:59,Yan Yean,21215,70.09
647,2019/12/21 12:59:59,Maroondah,20992,94.64
648,2019/12/21 12:59:59,Silvan,35972,88.94
649,2019/12/21 12:59:59,Tarago,24358,64.81
650,2019/12/21 12:59:59,Thomson,604074,56.56
651,2019/12/21 12:59:59,Sugarloaf,94601,98.28
652,2020/01/14 12:59:59,O'Shannassy,212,6.78
653,2020/01/14 12:59:59,Greenvale,22325,83.18
654,2020/01/14 12:59:59,Yan Yean,20783,68.66
655,2020/01/14 12:59:59,Cardinia,235474,82.07
656,2020/01/14 12:59:59,Maroondah,19033,85.81
657,2020/01/14 12:59:59,Silvan,35219,87.07
658,2020/01/14 12:59:59,Upper Yarra,87549,43.64
659,2020/01/14 12:59:59,Tarago,24387,64.89
660,2020/01/14 12:59:59,Thomson,595266,55.73
661,2020/01/14 12:59:59,Sugarloaf,91101,94.64
662,2020/01/13 12:59:59,Cardinia,235572,82.1
663,2020/01/13 12:59:59,Greenvale,22277,83
664,2020/01/13 12:59:59,O'Shannassy,188,6.01
665,2020/01/13 12:59:59,Upper Yarra,87282,43.51
666,2020/01/13 12:59:59,Yan Yean,20759,68.58
667,2020/01/13 12:59:59,Maroondah,19033,85.81
668,2020/01/13 12:59:59,Silvan,35554,87.9
669,2020/01/13 12:59:59,Tarago,24387,64.89
670,2020/01/13 12:59:59,Thomson,595667,55.77
671,2020/01/13 12:59:59,Sugarloaf,91355,94.91
672,2020/01/12 12:59:59,Cardinia,235539,82.09
673,2020/01/12 12:59:59,Greenvale,22253,82.91
674,2020/01/12 12:59:59,O'Shannassy,192,6.14
675,2020/01/12 12:59:59,Yan Yean,20783,68.66
676,2020/01/12 12:59:59,Maroondah,19126,86.23
677,2020/01/12 12:59:59,Silvan,35866,88.67
678,2020/01/12 12:59:59,Tarago,24372,64.85
679,2020/01/12 12:59:59,Thomson,596117,55.81
680,2020/01/12 12:59:59,Upper Yarra,87118,43.43
681,2020/01/12 12:59:59,Sugarloaf,91440,94.99
682,2020/01/11 12:59:59,O'Shannassy,211,6.75
683,2020/01/11 12:59:59,Greenvale,22199,82.71
684,2020/01/11 12:59:59,Yan Yean,20807,68.74
685,2020/01/11 12:59:59,Cardinia,235485,82.07
686,2020/01/11 12:59:59,Maroondah,19219,86.65
687,2020/01/11 12:59:59,Silvan,35816,88.55
688,2020/01/11 12:59:59,Upper Yarra,87627,43.68
689,2020/01/11 12:59:59,Tarago,24367,64.84
690,2020/01/11 12:59:59,Thomson,596226,55.82
691,2020/01/11 12:59:59,Sugarloaf,91398,94.95
692,2020/01/10 12:59:59,Cardinia,235375,82.03
693,2020/01/10 12:59:59,Greenvale,22117,82.4
694,2020/01/10 12:59:59,O'Shannassy,239,7.65
695,2020/01/10 12:59:59,Yan Yean,20831,68.82
696,2020/01/10 12:59:59,Maroondah,19294,86.99
697,2020/01/10 12:59:59,Silvan,35739,88.36
698,2020/01/10 12:59:59,Tarago,24358,64.81
699,2020/01/10 12:59:59,Thomson,596349,55.83
700,2020/01/04 12:59:59,Cardinia,235846,82.2
701,2020/01/10 12:59:59,Upper Yarra,88114,43.92
702,2020/01/04 12:59:59,Greenvale,21925,81.69
703,2020/01/10 12:59:59,Sugarloaf,91355,94.91
704,2020/01/04 12:59:59,Thomson,597278,55.92
705,2020/01/04 12:59:59,Yan Yean,20879,68.98
706,2020/01/04 12:59:59,Maroondah,19667,88.67
707,2020/01/04 12:59:59,Silvan,34943,86.39
708,2020/01/04 12:59:59,Tarago,24372,64.85
709,2020/01/04 12:59:59,Upper Yarra,89646,44.69
710,2020/01/04 12:59:59,Sugarloaf,91863,95.43
711,2020/01/03 12:59:59,O'Shannassy,237,7.58
712,2020/01/03 12:59:59,Cardinia,235868,82.2
713,2020/01/03 12:59:59,Greenvale,21876,81.5
714,2020/01/03 12:59:59,Thomson,597727,55.96
715,2020/01/03 12:59:59,Yan Yean,20879,68.98
716,2020/01/03 12:59:59,Maroondah,19761,89.09
717,2020/01/03 12:59:59,Silvan,35256,87.17
718,2020/01/03 12:59:59,Tarago,24358,64.81
719,2020/01/03 12:59:59,Upper Yarra,89439,44.59
720,2020/01/03 12:59:59,Sugarloaf,92166,95.75
721,2020/01/02 12:59:59,O'Shannassy,237,7.58
722,2020/01/02 12:59:59,Cardinia,236121,82.29
723,2020/01/02 12:59:59,Greenvale,21828,81.32
724,2020/01/02 12:59:59,Thomson,598176,56
725,2020/01/02 12:59:59,Upper Yarra,89131,44.43
726,2020/01/02 12:59:59,Yan Yean,20879,68.98
727,2020/01/02 12:59:59,Maroondah,19895,89.7
728,2020/01/02 12:59:59,Silvan,35495,87.76
729,2020/01/02 12:59:59,Tarago,24367,64.84
730,2020/01/02 12:59:59,Sugarloaf,92514,96.11
731,2020/01/01 12:59:59,O'Shannassy,237,7.58
732,2020/01/01 12:59:59,Cardinia,236198,82.32
733,2020/01/01 12:59:59,Greenvale,21812,81.26
734,2020/01/01 12:59:59,Thomson,598640,56.05
735,2020/01/01 12:59:59,Upper Yarra,88912,44.32
736,2020/01/01 12:59:59,Yan Yean,20879,68.98
737,2020/01/01 12:59:59,Maroondah,19991,90.13
738,2020/01/01 12:59:59,Silvan,35726,88.33
739,2020/01/01 12:59:59,Tarago,24358,64.81
740,2020/01/01 12:59:59,Sugarloaf,92731,96.34
741,2019/12/31 12:59:59,Cardinia,236209,82.32
742,2019/12/31 12:59:59,Greenvale,21780,81.15
743,2019/12/31 12:59:59,O'Shannassy,237,7.58
744,2019/12/31 12:59:59,Thomson,599089,56.09
745,2019/12/31 12:59:59,Upper Yarra,89087,44.41
746,2019/12/31 12:59:59,Yan Yean,20879,68.98
747,2019/12/31 12:59:59,Maroondah,20105,90.64
748,2019/12/31 12:59:59,Silvan,35649,88.14
749,2019/12/31 12:59:59,Tarago,24367,64.84
750,2019/12/31 12:59:59,Sugarloaf,92949,96.56
751,2019/12/15 12:59:59,Cardinia,241348,84.11
752,2019/12/15 12:59:59,Greenvale,22053,82.16
753,2019/12/15 12:59:59,O'Shannassy,243,7.78
754,2019/12/15 12:59:59,Upper Yarra,83437,41.59
755,2019/12/15 12:59:59,Yan Yean,21407,70.72
756,2019/12/15 12:59:59,Maroondah,21423,96.59
757,2019/12/15 12:59:59,Silvan,35359,87.42
758,2019/12/15 12:59:59,Tarago,24282,64.61
759,2019/12/15 12:59:59,Thomson,610890,57.19
760,2019/12/15 12:59:59,Sugarloaf,95123,98.82
761,2019/12/14 12:59:59,Cardinia,241404,84.13
762,2019/12/14 12:59:59,Greenvale,22037,82.1
763,2019/12/14 12:59:59,O'Shannassy,239,7.65
764,2019/12/14 12:59:59,Upper Yarra,83421,41.59
765,2019/12/14 12:59:59,Yan Yean,21455,70.88
766,2019/12/14 12:59:59,Maroondah,21482,96.85
767,2019/12/14 12:59:59,Silvan,35188,87
768,2019/12/14 12:59:59,Tarago,24259,64.55
769,2019/12/14 12:59:59,Thomson,611440,57.25
770,2019/12/14 12:59:59,Sugarloaf,95123,98.82
771,2019/12/13 12:59:59,Upper Yarra,83395,41.57
772,2019/12/13 12:59:59,Cardinia,241538,84.18
773,2019/12/13 12:59:59,Greenvale,21989,81.92
774,2019/12/13 12:59:59,O'Shannassy,235,7.52
775,2019/12/13 12:59:59,Yan Yean,21455,70.88
776,2019/12/13 12:59:59,Maroondah,21501,96.94
777,2019/12/13 12:59:59,Silvan,34866,86.2
778,2019/12/13 12:59:59,Tarago,24273,64.59
779,2019/12/13 12:59:59,Thomson,612006,57.3
780,2019/12/13 12:59:59,Sugarloaf,95123,98.82
781,2019/12/12 12:59:59,Cardinia,241694,84.24
782,2019/12/12 12:59:59,Greenvale,21949,81.78
783,2019/12/12 12:59:59,O'Shannassy,226,7.23
784,2019/12/12 12:59:59,Upper Yarra,83366,41.56
785,2019/12/12 12:59:59,Yan Yean,21455,70.88
786,2019/12/12 12:59:59,Maroondah,21560,97.2
787,2019/12/12 12:59:59,Silvan,34535,85.38
788,2019/12/12 12:59:59,Tarago,24267,64.57
789,2019/12/12 12:59:59,Thomson,612447,57.34
790,2019/12/12 12:59:59,Sugarloaf,95123,98.82
791,2019/12/11 12:59:59,O'Shannassy,215,6.88
792,2019/12/11 12:59:59,Cardinia,241839,84.29
793,2019/12/11 12:59:59,Greenvale,21941,81.75
794,2019/12/11 12:59:59,Yan Yean,21553,71.21
795,2019/12/11 12:59:59,Maroondah,21619,97.47
796,2019/12/11 12:59:59,Silvan,34254,84.69
797,2019/12/11 12:59:59,Tarago,24259,64.55
798,2019/12/11 12:59:59,Thomson,612966,57.39
799,2019/12/11 12:59:59,Upper Yarra,83349,41.55
800,2019/12/11 12:59:59,Sugarloaf,95079,98.78
801,2019/11/20 12:59:59,Yan Yean,21749,71.85
802,2019/11/20 12:59:59,Cardinia,238582,83.15
803,2019/11/20 12:59:59,Greenvale,21469,79.99
804,2019/11/20 12:59:59,O'Shannassy,238,7.62
805,2019/11/20 12:59:59,Thomson,610607,57.17
806,2019/11/20 12:59:59,Upper Yarra,88352,44.04
807,2019/11/20 12:59:59,Maroondah,22119,99.72
808,2019/11/20 12:59:59,Silvan,35569,87.94
809,2019/11/20 12:59:59,Tarago,24097,64.12
810,2019/11/20 12:59:59,Sugarloaf,95253,98.96
811,2019/11/19 12:59:59,O'Shannassy,230,7.36
812,2019/11/19 12:59:59,Cardinia,238383,83.08
813,2019/11/19 12:59:59,Greenvale,21508,80.13
814,2019/11/19 12:59:59,Yan Yean,21749,71.85
815,2019/11/19 12:59:59,Maroondah,22159,99.9
816,2019/11/19 12:59:59,Silvan,35417,87.56
817,2019/11/19 12:59:59,Tarago,24074,64.06
818,2019/11/19 12:59:59,Thomson,610324,57.14
819,2019/11/19 12:59:59,Upper Yarra,88735,44.23
820,2019/11/19 12:59:59,Sugarloaf,95383,99.09
821,2019/11/18 12:59:59,Cardinia,238206,83.02
822,2019/11/18 12:59:59,Greenvale,21516,80.16
823,2019/11/18 12:59:59,O'Shannassy,230,7.36
824,2019/11/18 12:59:59,Yan Yean,21847,72.18
825,2019/11/18 12:59:59,Maroondah,22159,99.9
826,2019/11/18 12:59:59,Silvan,35145,86.89
827,2019/11/18 12:59:59,Tarago,24060,64.02
828,2019/11/18 12:59:59,Thomson,609994,57.11
829,2019/11/18 12:59:59,Upper Yarra,89149,44.44
830,2019/11/18 12:59:59,Sugarloaf,95601,99.32
831,2019/11/17 12:59:59,Cardinia,238040,82.96
832,2019/11/17 12:59:59,Greenvale,21508,80.13
833,2019/11/17 12:59:59,O'Shannassy,214,6.85
834,2019/11/17 12:59:59,Yan Yean,21847,72.18
835,2019/11/17 12:59:59,Maroondah,22199,100
836,2019/11/17 12:59:59,Silvan,34986,86.5
837,2019/11/17 12:59:59,Tarago,24012,63.89
838,2019/11/17 12:59:59,Thomson,609679,57.08
839,2019/11/17 12:59:59,Upper Yarra,89391,44.56
840,2019/11/17 12:59:59,Sugarloaf,95644,99.36
841,2019/11/16 12:59:59,Cardinia,237852,82.9
842,2019/11/16 12:59:59,Greenvale,21476,80.01
843,2019/11/16 12:59:59,O'Shannassy,238,7.62
844,2019/11/16 12:59:59,Yan Yean,21847,72.18
845,2019/11/16 12:59:59,Maroondah,22199,100
846,2019/11/16 12:59:59,Silvan,35225,87.09
847,2019/11/16 12:59:59,Tarago,23983,63.81
848,2019/11/16 12:59:59,Thomson,609208,57.04
849,2019/11/16 12:59:59,Upper Yarra,89206,44.47
850,2019/11/16 12:59:59,Sugarloaf,95557,99.27
851,2019/11/30 12:59:59,Cardinia,240113,83.68
852,2019/11/25 12:59:59,Cardinia,239314,83.41
853,2019/12/05 12:59:59,O'Shannassy,209,6.69
854,2019/12/10 12:59:59,Cardinia,241694,84.24
855,2019/12/10 12:59:59,Greenvale,21941,81.75
856,2019/12/10 12:59:59,O'Shannassy,215,6.88
857,2019/12/10 12:59:59,Yan Yean,21553,71.21
858,2019/12/10 12:59:59,Upper Yarra,83848,41.8
859,2019/12/10 12:59:59,Maroondah,21678,97.74
860,2019/12/10 12:59:59,Silvan,34191,84.53
861,2019/12/10 12:59:59,Tarago,24245,64.51
862,2019/12/10 12:59:59,Thomson,612840,57.38
863,2019/12/10 12:59:59,Sugarloaf,95036,98.73
864,2019/12/09 12:59:59,Cardinia,241549,84.18
865,2019/12/09 12:59:59,Greenvale,21884,81.53
866,2019/12/09 12:59:59,O'Shannassy,211,6.75
867,2019/12/09 12:59:59,Yan Yean,21602,71.37
868,2019/12/09 12:59:59,Maroondah,21738,98.01
869,2019/12/09 12:59:59,Silvan,34073,84.24
870,2019/12/09 12:59:59,Tarago,24245,64.51
871,2019/12/09 12:59:59,Thomson,612808,57.37
872,2019/12/09 12:59:59,Upper Yarra,84385,42.07
873,2019/12/09 12:59:59,Sugarloaf,95123,98.82
874,2019/12/08 12:59:59,Cardinia,241504,84.17
875,2019/12/08 12:59:59,Greenvale,21901,81.6
876,2019/12/08 12:59:59,O'Shannassy,215,6.88
877,2019/12/08 12:59:59,Yan Yean,21651,71.53
878,2019/12/08 12:59:59,Maroondah,21798,98.28
879,2019/12/08 12:59:59,Silvan,34076,84.25
880,2019/12/08 12:59:59,Tarago,24239,64.49
881,2019/12/08 12:59:59,Thomson,612824,57.38
882,2019/12/08 12:59:59,Upper Yarra,84895,42.32
883,2019/12/08 12:59:59,Sugarloaf,95253,98.96
884,2019/12/07 12:59:59,O'Shannassy,209,6.69
885,2019/12/07 12:59:59,Cardinia,241393,84.13
886,2019/12/07 12:59:59,Greenvale,21894,81.57
887,2019/12/07 12:59:59,Yan Yean,21651,71.53
888,2019/12/07 12:59:59,Maroondah,21838,98.46
889,2019/12/07 12:59:59,Silvan,34139,84.4
890,2019/12/07 12:59:59,Tarago,24225,64.46
891,2019/12/07 12:59:59,Thomson,612682,57.36
892,2019/12/07 12:59:59,Upper Yarra,85267,42.51
893,2019/12/07 12:59:59,Sugarloaf,95209,98.91
894,2019/12/06 12:59:59,O'Shannassy,209,6.69
895,2019/12/06 12:59:59,Cardinia,241225,84.07
896,2019/12/06 12:59:59,Greenvale,21863,81.45
897,2019/12/06 12:59:59,Yan Yean,21651,71.53
898,2019/12/06 12:59:59,Maroondah,21898,98.73
899,2019/12/06 12:59:59,Silvan,34172,84.49
900,2019/12/06 12:59:59,Tarago,24230,64.47
901,2019/12/06 12:59:59,Thomson,612604,57.35
902,2019/12/06 12:59:59,Upper Yarra,85625,42.68
903,2019/12/06 12:59:59,Sugarloaf,95253,98.96
904,2019/11/30 12:59:59,Greenvale,21636,80.61
905,2019/11/30 12:59:59,O'Shannassy,199,6.37
906,2019/11/30 12:59:59,Yan Yean,21651,71.53
907,2019/11/30 12:59:59,Maroondah,21939,98.91
908,2019/11/30 12:59:59,Silvan,33584,83.03
909,2019/11/30 12:59:59,Tarago,24168,64.31
910,2019/11/30 12:59:59,Thomson,610576,57.17
911,2019/11/30 12:59:59,Upper Yarra,87786,43.76
912,2019/11/30 12:59:59,Sugarloaf,95253,98.96
913,2019/11/29 12:59:59,O'Shannassy,203,6.5
914,2019/11/29 12:59:59,Greenvale,21588,80.43
915,2019/11/29 12:59:59,Yan Yean,21651,71.53
916,2019/11/29 12:59:59,Cardinia,239913,83.61
917,2019/11/29 12:59:59,Upper Yarra,88283,44.01
918,2019/11/29 12:59:59,Maroondah,21979,99.09
919,2019/11/29 12:59:59,Silvan,33408,82.6
920,2019/11/29 12:59:59,Tarago,24154,64.27
921,2019/11/29 12:59:59,Thomson,610387,57.15
922,2019/11/29 12:59:59,Sugarloaf,95209,98.91
923,2019/11/28 12:59:59,Cardinia,239747,83.56
924,2019/11/28 12:59:59,Greenvale,21540,80.25
925,2019/11/28 12:59:59,O'Shannassy,178,5.69
926,2019/11/28 12:59:59,Yan Yean,21651,71.53
927,2019/11/28 12:59:59,Maroondah,21979,99.09
928,2019/11/28 12:59:59,Silvan,33206,82.1
929,2019/11/28 12:59:59,Thomson,610104,57.12
930,2019/11/28 12:59:59,Upper Yarra,88705,44.22
931,2019/11/28 12:59:59,Sugarloaf,95209,98.91
932,2019/11/28 12:59:59,Tarago,24168,64.31
933,2019/11/27 12:59:59,O'Shannassy,206,6.59
934,2019/11/27 12:59:59,Cardinia,239614,83.51
935,2019/11/27 12:59:59,Greenvale,21540,80.25
936,2019/11/27 12:59:59,Yan Yean,21651,71.53
937,2019/11/27 12:59:59,Upper Yarra,89043,44.39
938,2019/11/27 12:59:59,Maroondah,22019,99.27
939,2019/11/27 12:59:59,Silvan,33158,81.98
940,2019/11/27 12:59:59,Tarago,24131,64.21
941,2019/11/27 12:59:59,Thomson,609978,57.11
942,2019/11/27 12:59:59,Sugarloaf,95253,98.96
943,2019/11/26 12:59:59,Cardinia,239480,83.46
944,2019/11/26 12:59:59,Greenvale,21500,80.1
945,2019/11/26 12:59:59,O'Shannassy,206,6.59
946,2019/11/26 12:59:59,Yan Yean,21651,71.53
947,2019/11/26 12:59:59,Maroondah,22059,99.45
948,2019/11/26 12:59:59,Silvan,33502,82.83
949,2019/11/26 12:59:59,Tarago,24140,64.23
950,2019/11/26 12:59:59,Thomson,610245,57.13
951,2019/11/26 12:59:59,Upper Yarra,88977,44.36
952,2019/11/26 12:59:59,Sugarloaf,95427,99.14
953,2019/11/25 12:59:59,Greenvale,21500,80.1
954,2019/11/25 12:59:59,O'Shannassy,242,7.74
955,2019/11/25 12:59:59,Yan Yean,21675,71.61
956,2019/11/25 12:59:59,Maroondah,22039,99.36
957,2019/11/25 12:59:59,Silvan,33795,83.55
958,2019/11/25 12:59:59,Tarago,24125,64.19
959,2019/11/25 12:59:59,Thomson,610166,57.13
960,2019/11/25 12:59:59,Upper Yarra,88852,44.29
961,2019/11/25 12:59:59,Sugarloaf,95427,99.14
962,2019/11/24 12:59:59,Cardinia,239081,83.32
963,2019/11/24 12:59:59,Greenvale,21469,79.99
964,2019/11/24 12:59:59,O'Shannassy,250,8
965,2019/11/24 12:59:59,Yan Yean,21700,71.69
966,2019/11/24 12:59:59,Upper Yarra,88636,44.19
967,2019/11/24 12:59:59,Maroondah,22059,99.45
968,2019/11/24 12:59:59,Silvan,34339,84.9
969,2019/11/24 12:59:59,Tarago,24125,64.19
970,2019/11/24 12:59:59,Thomson,610529,57.16
971,2019/11/24 12:59:59,Sugarloaf,95383,99.09
972,2019/11/23 12:59:59,Cardinia,238959,83.28
973,2019/11/23 12:59:59,Greenvale,21461,79.96
974,2019/11/23 12:59:59,O'Shannassy,253,8.1
975,2019/11/23 12:59:59,Yan Yean,21724,71.77
976,2019/11/23 12:59:59,Maroondah,22079,99.54
977,2019/11/23 12:59:59,Silvan,34819,86.08
978,2019/11/23 12:59:59,Tarago,24103,64.13
979,2019/11/23 12:59:59,Thomson,610780,57.18
980,2019/11/23 12:59:59,Upper Yarra,88407,44.07
981,2019/11/23 12:59:59,Sugarloaf,95383,99.09
982,2019/11/22 12:59:59,Cardinia,238815,83.23
983,2019/11/22 12:59:59,Greenvale,21445,79.9
984,2019/11/22 12:59:59,O'Shannassy,251,8.03
985,2019/11/22 12:59:59,Yan Yean,21749,71.85
986,2019/11/22 12:59:59,Thomson,611015,57.21
